frame,xc,yc,wn,hn,conf
864,0.5721383094787598,0.322359174489975,0.029386138543486595,0.14907142519950867,0.7884332537651062
880,0.2482692450284958,0.28823015093803406,0.03874659538269043,0.17122595012187958,0.7590079307556152
896,0.5353813767433167,0.35822704434394836,0.01982288435101509,0.10708999633789062,0.7640451788902283
912,0.6611512303352356,0.6816979050636292,0.04388389736413956,0.22568456828594208,0.7548503279685974
928,0.9650396108627319,0.9223929643630981,0.06088142469525337,0.1544591337442398,0.7834994792938232
944,0.1260078400373459,0.580251932144165,0.04782819747924805,0.21035996079444885,0.7402830719947815
960,0.12346005439758301,0.5550410151481628,0.03171272203326225,0.16403740644454956,0.5713154077529907
976,0.5326225161552429,0.40262144804000854,0.05097370222210884,0.19392800331115723,0.707159698009491
992,0.23951777815818787,0.3924281597137451,0.05083408206701279,0.175639346241951,0.9039493203163147
1008,0.5806167721748352,0.127052441239357,0.02360067330300808,0.11776529997587204,0.7947222590446472
1024,0.9678977727890015,0.9270558953285217,0.06264495849609375,0.13893704116344452,0.6527732014656067
1040,0.39347997307777405,0.5294597148895264,0.043608855456113815,0.1998913288116455,0.7440140247344971
1056,0.44084692001342773,0.42270830273628235,0.033658791333436966,0.17202843725681305,0.7278107404708862
1072,0.28683996200561523,0.52019864320755,0.050666045397520065,0.22549684345722198,0.6717843413352966
1088,0.7306803464889526,0.43927526473999023,0.03208808973431587,0.10061679780483246,0.8299804925918579
1104,0.05239485576748848,0.34053319692611694,0.017316797748208046,0.08531112968921661,0.6869248151779175
1120,0.3129756450653076,0.43463724851608276,0.03829002380371094,0.17363086342811584,0.5840781927108765
1136,0.3311879634857178,0.42034226655960083,0.04393348842859268,0.1984512358903885,0.6594698429107666
1152,0.848491370677948,0.31363117694854736,0.03586292266845703,0.1712244600057602,0.7031124234199524
1168,0.8256586194038391,0.33511263132095337,0.03298454359173775,0.1395673155784607,0.7032468914985657
1184,0.6169916987419128,0.3346255123615265,0.020548056811094284,0.12675286829471588,0.8248526453971863
1200,0.7037109136581421,0.39118465781211853,0.03365945816040039,0.14523832499980927,0.6263403296470642
1216,0.5943650007247925,0.31404855847358704,0.026454925537109375,0.12225273996591568,0.8680714964866638
1232,0.8666185140609741,0.33480104804039,0.024582672864198685,0.11845853924751282,0.776258647441864
1248,0.8041872978210449,0.39697888493537903,0.03364429622888565,0.15336498618125916,0.8337461948394775
1264,0.6588455438613892,0.29413533210754395,0.03001880645751953,0.12667635083198547,0.6708524227142334
1280,0.7094365358352661,0.4569510221481323,0.055339813232421875,0.16284595429897308,0.7903460264205933
1296,0.3243667185306549,0.4774605929851532,0.03523845598101616,0.22078746557235718,0.8572700619697571
1312,0.16157326102256775,0.3266521096229553,0.031731583178043365,0.1031663715839386,0.6558324098587036
1328,0.7054287195205688,0.429013729095459,0.039106082171201706,0.166029691696167,0.7912058234214783
1344,0.8900964856147766,0.941263735294342,0.09259033203125,0.11597815901041031,0.8997640013694763
1360,0.5889022946357727,0.49285534024238586,0.05039253085851669,0.18496975302696228,0.9156285524368286
1376,0.9479139447212219,0.8626997470855713,0.10360298305749893,0.25906693935394287,0.6746811270713806
1392,0.9914230108261108,0.407990425825119,0.016509056091308594,0.12188517302274704,0.7636114954948425
1408,0.9911881685256958,0.4138653576374054,0.01699218712747097,0.15643514692783356,0.6907932758331299
1424,0.6078497171401978,0.5013529062271118,0.03747978061437607,0.21263037621974945,0.5998790860176086
1440,0.540819525718689,0.46228286623954773,0.04331350326538086,0.2399764209985733,0.5646526217460632
1456,0.5366438627243042,0.46412938833236694,0.04262952879071236,0.2332141399383545,0.7296186685562134
1472,0.6085174679756165,0.48940765857696533,0.03843183442950249,0.22258377075195312,0.6818459033966064
1488,0.9892614483833313,0.4221803843975067,0.020748520269989967,0.1216396763920784,0.6573821306228638
1504,0.9911025762557983,0.4209132790565491,0.017200851812958717,0.13943752646446228,0.6209749579429626
1520,0.9879248738288879,0.43794921040534973,0.02351360395550728,0.1576787382364273,0.6646775603294373
1536,0.45601826906204224,0.5469850301742554,0.047014810144901276,0.21188558638095856,0.6533685326576233
1552,0.7735393643379211,0.4650663137435913,0.04694652557373047,0.1567690521478653,0.8746470808982849
1568,0.6011940240859985,0.5499559640884399,0.04017028957605362,0.16758406162261963,0.9140984416007996
1584,0.8048235774040222,0.37645742297172546,0.04541759565472603,0.16704313457012177,0.8237094283103943
1600,0.5571767687797546,0.6598654985427856,0.24637413024902344,0.5795305967330933,0.5244329571723938
1616,0.761635422706604,0.4872244894504547,0.0372135154902935,0.17041270434856415,0.8281501531600952
1632,0.4520317018032074,0.3451301157474518,0.03714447095990181,0.14517246186733246,0.7062713503837585
1648,0.2625758945941925,0.3241174519062042,0.04432344436645508,0.17774847149848938,0.7045842409133911
1664,0.5114408731460571,0.4229014813899994,0.02634906768798828,0.18731333315372467,0.701396107673645
1680,0.43805432319641113,0.5606028437614441,0.03976612165570259,0.235321044921875,0.7843488454818726
1696,0.1743558943271637,0.5312880873680115,0.04836742952466011,0.14932988584041595,0.6710266470909119
1712,0.6685730814933777,0.2928847074508667,0.014709186740219593,0.0458814837038517,0.6372593641281128
1728,0.28094929456710815,0.30470025539398193,0.010197448544204235,0.038057200610637665,0.8721061944961548
1744,0.2581234872341156,0.3973483741283417,0.03395824506878853,0.16494669020175934,0.8062560558319092
1760,0.8138185739517212,0.2678469717502594,0.051523637026548386,0.1727040559053421,0.8442389965057373
1776,0.3152959942817688,0.3213426470756531,0.06147031858563423,0.15696385502815247,0.8098726272583008
1792,0.9722374081611633,0.3668779134750366,0.030853653326630592,0.04749603196978569,0.5772483944892883
1808,0.8878080248832703,0.39991772174835205,0.043645478785037994,0.19269485771656036,0.7148687243461609
1824,0.4764825701713562,0.41171273589134216,0.03783054277300835,0.13403862714767456,0.8114683628082275
1840,0.2578078806400299,0.5565306544303894,0.03484354168176651,0.1818862110376358,0.7729948163032532
1856,0.3910929560661316,0.4072573482990265,0.043495796620845795,0.1955339014530182,0.6677047610282898
1872,0.8910720944404602,0.3430875241756439,0.04249725490808487,0.19997216761112213,0.7776212692260742
1888,0.5743749737739563,0.5486992597579956,0.07131938636302948,0.2138027548789978,0.6367451548576355
1904,0.12199530750513077,0.317976713180542,0.029999207705259323,0.20082151889801025,0.6894463896751404
1920,0.9088869094848633,0.36686843633651733,0.03886299207806587,0.14571788907051086,0.7532678842544556
1936,0.45656371116638184,0.24365082383155823,0.009665489196777344,0.045289866626262665,0.5727900862693787
1952,0.8178651928901672,0.3367275595664978,0.028438378125429153,0.13289354741573334,0.8619528412818909
1968,0.7281743884086609,0.31413397192955017,0.03126563876867294,0.12088173627853394,0.7838691473007202
1984,0.9865991473197937,0.37518879771232605,0.025825118646025658,0.17528745532035828,0.8429490327835083
2000,0.7968981862068176,0.9673646688461304,0.049855612218379974,0.06520961970090866,0.8367194533348083
2016,0.42251068353652954,0.4029250741004944,0.060887716710567474,0.16958659887313843,0.8773217797279358
2032,0.5065670609474182,0.38409897685050964,0.024997998028993607,0.137858584523201,0.8383874297142029
2048,0.653128981590271,0.4870481789112091,0.04933566972613335,0.2272123545408249,0.6567044258117676
2064,0.013350293040275574,0.6881452798843384,0.026630688458681107,0.2715192437171936,0.7900429964065552
2080,0.0791989341378212,0.6070147752761841,0.04267392307519913,0.10429280251264572,0.6059492826461792
2096,0.2296062409877777,0.33708852529525757,0.03384881094098091,0.1779988408088684,0.8454073667526245
2112,0.12818461656570435,0.11179328709840775,0.11401145160198212,0.21426455676555634,0.549578070640564
2128,0.3273472785949707,0.5155786275863647,0.03803443908691406,0.21873728930950165,0.8037733435630798
2144,0.4492763578891754,0.48283615708351135,0.04665412753820419,0.1933469921350479,0.5676747560501099
2160,0.47883233428001404,0.42913681268692017,0.023475075140595436,0.11658715456724167,0.6655066013336182
2176,0.19336649775505066,0.33484089374542236,0.03534378856420517,0.12253816425800323,0.622200608253479
2192,0.11327960342168808,0.3470451831817627,0.02352757379412651,0.07488436996936798,0.7645197510719299
2208,0.41190147399902344,0.5062639117240906,0.05721838399767876,0.19535064697265625,0.696456253528595
2224,0.4873170256614685,0.5020471811294556,0.05211601406335831,0.17180268466472626,0.7912267446517944
2240,0.05321112275123596,0.4872901141643524,0.04451862722635269,0.21179962158203125,0.7229758501052856
2256,0.08028417825698853,0.9482118487358093,0.06671223789453506,0.10357623547315598,0.8822561502456665
2272,0.06800319254398346,0.3939046561717987,0.03709247335791588,0.2012535035610199,0.70087730884552
2288,0.61329185962677,0.5263170003890991,0.03902759402990341,0.20891672372817993,0.8340546488761902
2304,0.3761681616306305,0.43305063247680664,0.03208904340863228,0.13918881118297577,0.7517018914222717
2320,0.1832769811153412,0.9206398129463196,0.0714668482542038,0.15872040390968323,0.8919432759284973
2336,0.4582071900367737,0.5203156471252441,0.047397710382938385,0.1464148610830307,0.6046421527862549
2352,0.4165671467781067,0.43319544196128845,0.05927162244915962,0.15084050595760345,0.6557328701019287
2368,0.16010259091854095,0.2138204723596573,0.015315818600356579,0.07600928097963333,0.4807409346103668
2384,0.2920381426811218,0.3421744108200073,0.04209861904382706,0.15679508447647095,0.8506069779396057
2400,0.6890419125556946,0.49990716576576233,0.03281059116125107,0.21523751318454742,0.7812237739562988
2416,0.4795875549316406,0.4124789834022522,0.02741565741598606,0.13226217031478882,0.7868516445159912
2432,0.8557800054550171,0.3579409420490265,0.024363327771425247,0.1161043792963028,0.7736883759498596
2448,0.9305785894393921,0.4073359966278076,0.025824736803770065,0.1288570761680603,0.7331020832061768
2464,0.9561233520507812,0.4151290953159332,0.021753311157226562,0.12903188169002533,0.743588387966156
2480,0.6662136316299438,0.5165306329727173,0.038162995129823685,0.23161061108112335,0.5844792723655701
2496,0.8655946850776672,0.3725402355194092,0.044458579272031784,0.14733394980430603,0.6872972249984741
2512,0.865338921546936,0.3756263852119446,0.04620780795812607,0.14083079993724823,0.7035363912582397
2528,0.6465557217597961,0.5964655876159668,0.03836669772863388,0.19324316084384918,0.6582586169242859
2544,0.859462559223175,0.37249237298965454,0.04480743408203125,0.1435549408197403,0.7126827239990234
2560,0.9123907089233398,0.10754379630088806,0.1303485929965973,0.19968558847904205,0.6943584084510803
2576,0.7653302550315857,0.3501420021057129,0.030821895226836205,0.11589624732732773,0.7416202425956726
2592,0.7898207902908325,0.37162962555885315,0.03237571567296982,0.11550911515951157,0.6411858201026917
2608,0.8376827239990234,0.3321140706539154,0.03433532640337944,0.1406679004430771,0.685431182384491
2624,0.3267579674720764,0.18326768279075623,0.018643761053681374,0.08944160491228104,0.7976385951042175
2640,0.2756947875022888,0.21875432133674622,0.03899049758911133,0.14669868350028992,0.8515750765800476
2656,0.5865780115127563,0.6649046540260315,0.038439370691776276,0.26506221294403076,0.7720885872840881
2672,0.49336233735084534,0.5094525814056396,0.07088718563318253,0.15327012538909912,0.8807501792907715
2688,0.7905217409133911,0.5176032781600952,0.03627948835492134,0.18241602182388306,0.7234594225883484
2704,0.01323208212852478,0.7704769372940063,0.026159632951021194,0.07440083473920822,0.8467143177986145
