frame,timestamp_ms,ball_x_px,ball_y_px,ball_conf,ball_x_smooth,ball_y_smooth
75,19923.0,585.3892826960637,255.49629375751203,,585.3892826960637,255.496293757512
76,20190.0,572.754995727539,256.0240234375,,572.754995727539,256.0240234375
77,20457.0,560.1207087590144,256.551753117488,,560.1207087590144,256.551753117488
78,20723.0,547.4864217904898,257.079482797476,,547.4864217904898,257.079482797476
79,20990.000000000004,534.8521348219651,257.6072124774639,,534.8521348219651,257.6072124774639
80,21250.0,522.2178478534405,258.1349421574519,,522.2178478534405,258.134942157452
81,21523.0,509.58356088491587,258.6626718374399,,509.5835608849158,258.6626718374399
82,21780.0,496.94927391639123,259.19040151742786,,496.94927391639123,259.19040151742786
83,22048.0,484.3149869478666,259.71813119741586,,484.3149869478666,259.7181311974158
84,22317.0,471.68069997934197,260.24586087740386,,471.68069997934197,260.2458608774038
85,22587.0,459.04641301081733,260.7735905573918,,459.0464130108174,260.77359055739186
86,22856.0,446.4121260422927,261.3013202373798,,446.4121260422927,261.30132023737985
87,23108.0,433.77783907376806,261.8290499173678,,433.77783907376806,261.8290499173678
88,23388.0,421.14355210524343,262.3567795973558,,421.14355210524343,262.35677959735574
89,23640.0,408.5092651367188,262.88450927734374,,408.50926513671874,262.88450927734374
90,23905.0,395.87497816819416,263.41223895733174,,395.87497816819416,263.41223895733174
91,24172.0,383.2406911996694,263.93996863731974,,383.2406911996694,263.93996863731974
92,24438.0,370.6064042311448,264.4676983173077,,370.60640423114484,264.46769831730774
93,24705.000000000004,357.97211726262015,264.9954279972957,,357.97211726262015,264.9954279972957
94,24972.0,345.3378302940955,265.5231576772837,,345.3378302940955,265.5231576772836
95,25234.0,332.7035433255709,266.0508873572716,,332.7035433255709,266.0508873572716
96,25503.0,320.06925635704624,266.5786170372596,,320.06925635704624,266.5786170372597
97,25769.000000000004,307.4349693885216,267.1063467172476,,307.4349693885216,267.1063467172476
98,26030.0,294.800682419997,267.63407639723556,,294.800682419997,267.6340763972356
99,26302.0,282.16639545147234,268.16180607722356,,282.16639545147234,268.16180607722356
100,26569.0,269.5321084829477,268.68953575721156,,269.5321084829477,268.6895357572115
101,26838.0,256.8978215144231,269.2172654371995,,259.4780067228659,270.08931451259514
102,27105.0,244.26353454589844,269.7449951171875,0.054120320826768875,252.00409017122712,272.36114234337435
103,27370.0,244.53017361958823,274.6329701741536,,247.11035882803108,275.50501924954926
104,27638.0,244.79681269327799,279.5209452311198,,244.79681269327799,279.5209452311198
105,27889.0,245.06345176696777,284.40892028808594,,245.06345176696777,284.40892028808594
106,28155.0,245.33009084065756,289.29689534505206,,245.33009084065753,289.29689534505206
107,28422.0,245.59672991434732,294.18487040201825,,245.59672991434732,294.18487040201825
108,28688.0,245.8633689880371,299.0728454589844,,245.8633689880371,299.0728454589844
109,28955.000000000004,246.1300080617269,303.9608205159505,,246.13000806172687,303.9608205159505
110,29222.0,246.39664713541666,308.8487955729167,,246.39664713541666,308.8487955729167
111,29488.0,246.66328620910645,313.7367706298828,,246.66328620910645,313.7367706298828
112,29752.0,246.92992528279623,318.62474568684894,,246.9299252827962,318.62474568684894
113,30020.0,247.196564356486,323.5127207438151,,247.196564356486,323.5127207438151
114,30285.0,247.46320343017578,328.40069580078125,,247.46320343017578,328.40069580078125
115,30555.0,247.72984250386557,333.2886708577474,,247.72984250386554,333.2886708577474
116,30821.0,247.99648157755533,338.1766459147135,,247.99648157755533,338.17664591471356
117,31088.0,248.26312065124512,343.0646209716797,,248.26312065124512,343.0646209716797
118,31344.0,248.5297597249349,347.9525960286458,,248.52975972493488,347.9525960286458
119,31614.0,248.79639879862467,352.84057108561194,,248.79639879862467,352.84057108561194
120,31883.0,249.06303787231445,357.7285461425781,,249.06303787231445,357.7285461425781
121,32149.0,249.32967694600424,362.61652119954425,,249.3296769460042,362.61652119954425
122,32405.0,249.596316019694,367.5044962565104,,249.596316019694,367.5044962565104
123,32672.000000000004,249.8629550933838,372.39247131347656,,249.8629550933838,372.39247131347656
124,32939.0,250.12959416707358,377.2804463704427,,250.12959416707355,377.2804463704427
125,33205.0,250.39623324076334,382.1684214274088,,253.78016637166343,384.788584391276
126,33472.0,250.66287231445312,387.056396484375,0.059270575642585754,260.8146717071533,394.91688537597656
127,33734.0,267.84917704264325,405.04518636067706,,271.2331101735433,407.66534932454425
128,33999.0,285.0354817708333,423.0339762369792,,285.03548177083337,423.0339762369792
129,34267.0,302.22178649902344,441.02276611328125,,302.22178649902344,441.02276611328125
130,34536.0,319.40809122721356,459.0115559895833,,319.4080912272135,459.0115559895833
131,34803.0,336.5943959554037,477.0003458658854,,336.99866943359376,468.6631378173828
132,35071.0,353.78070068359375,494.9891357421875,0.2101801186800003,354.99352111816404,469.9775115966797
133,35338.0,372.9883728027344,471.29188537597656,,372.34746090843566,465.4764435105097
134,35605.00000000001,392.196044921875,447.5946350097656,0.11998754739761353,389.06048880440846,455.15993355887275
135,35860.0,406.1777901785714,436.5062155587333,,405.1326048060826,439.02798174176894
136,36127.0,420.15953543526786,425.4177961077009,,420.15953543526786,425.4177961077009
137,36397.0,434.1412806919643,414.3293766566685,,434.1412806919643,414.3293766566685
138,36655.0,448.1230259486607,403.24095720563616,,448.1230259486607,403.24095720563616
139,36922.00000000001,462.1047712053571,392.1525377546038,,462.10477120535717,392.15253775460377
140,37188.0,476.08651646205357,381.06411830357143,,476.0865164620535,381.06411830357143
141,37454.0,490.06826171875,369.97569885253904,,490.06826171875,369.97569885253904
142,37722.0,504.0500069754464,358.8872794015067,,504.05000697544637,358.8872794015067
143,37989.00000000001,518.0317522321428,347.79885995047437,,518.0317522321428,347.79885995047437
144,38255.0,532.0134974888392,336.710440499442,,532.0134974888393,336.7104404994419
145,38522.0,545.9952427455357,325.6220210484096,,545.9952427455357,325.62202104840964
146,38780.0,559.9769880022321,314.53360159737724,,559.976988002232,314.53360159737724
147,39048.0,573.9587332589285,303.4451821463449,,573.9587332589286,303.44518214634485
148,39316.0,587.940478515625,292.3567626953125,,587.940478515625,292.3567626953125
149,39583.0,601.9222237723214,281.2683432442801,,601.9222237723213,281.2683432442802
150,39850.0,615.9039690290178,270.1799237932478,,615.9039690290178,270.1799237932478
151,40118.0,629.8857142857142,259.09150434221544,,629.8857142857144,259.09150434221544
152,40386.0,643.8674595424106,248.00308489118305,,643.8674595424106,248.00308489118305
153,40639.0,657.8492047991072,236.91466544015069,,657.849204799107,236.9146654401507
154,40905.0,671.8309500558036,225.82624598911832,,671.8309500558037,225.8262459891183
155,41171.0,685.8126953125,214.73782653808595,,685.8126953125,214.73782653808593
156,41438.0,699.7944405691965,203.6494070870536,,699.7944405691964,203.6494070870536
157,41705.0,713.7761858258929,192.56098763602122,,713.7761858258929,192.56098763602125
158,41972.0,727.7579310825893,181.47256818498886,,727.7579310825893,181.47256818498886
159,42239.00000000001,741.7396763392857,170.38414873395652,,741.7396763392857,170.3841487339565
160,42505.0,755.7214215959821,159.29572928292413,,755.7214215959821,159.29572928292413
161,42765.0,769.7031668526786,148.20730983189173,,769.7031668526786,148.20730983189176
162,43038.00000000001,783.684912109375,137.1188903808594,,783.684912109375,137.1188903808594
163,43299.0,797.6666573660714,126.03047092982706,,797.6666573660714,126.03047092982703
164,43567.0,811.6484026227679,114.94205147879467,,811.6484026227678,114.94205147879468
165,43834.0,825.6301478794643,103.85363202776227,,825.6301478794643,103.85363202776232
166,44101.0,839.6118931361607,92.76521257672994,,839.6118931361607,92.76521257672994
167,44369.0,853.5936383928571,81.6767931256976,,853.5936383928571,81.67679312569756
168,44636.0,867.5753836495535,70.5883736746652,,866.4986138625372,75.80181582496282
169,44904.0,881.55712890625,59.49995422363281,0.05502065643668175,878.3268195452008,75.14028067452568
170,45155.0,890.1550252278646,74.47874552408854,,889.0782554408482,79.69218767438616
171,45421.0,898.7529215494792,89.45753682454426,,898.7529215494793,89.45753682454426
172,45688.0,907.3508178710938,104.436328125,,907.3508178710938,104.436328125
173,45955.0,915.9487141927083,119.41511942545573,,915.9487141927082,119.41511942545574
174,46221.0,924.5466105143229,134.39391072591144,,924.5466105143229,134.39391072591147
175,46488.0,933.1445068359375,149.3727020263672,,933.1445068359375,149.3727020263672
176,46755.0,941.7424031575521,164.35149332682292,,941.7424031575522,164.3514933268229
177,47014.0,950.3402994791667,179.33028462727864,,950.3402994791668,179.33028462727867
178,47288.00000000001,958.9381958007813,194.30907592773437,,958.9381958007813,194.30907592773437
179,47547.00000000001,967.5360921223959,209.2878672281901,,967.5360921223959,209.2878672281901
180,47817.0,976.1339884440104,224.26665852864582,,976.1339884440104,224.2666585286458
181,48083.0,984.731884765625,239.24544982910157,,984.731884765625,239.24544982910157
182,48352.00000000001,993.3297810872396,254.2242411295573,,993.3297810872394,254.22424112955727
183,48618.0,1001.9276774088542,269.203032430013,,995.1539019775391,274.15578491210937
184,48889.0,1010.5255737304688,284.18182373046875,0.07100185751914978,990.2042474365232,299.0400811767578
185,49141.0,985.2545928955078,323.92437744140625,,978.4808174641927,328.8771299235026
186,49405.0,959.9836120605469,363.66693115234375,,959.9836120605469,363.66693115234375
187,49671.0,934.7126312255859,403.40948486328125,,941.0013590494791,394.8879599677192
188,49939.0,909.441650390625,443.15203857421875,0.16752992570400238,928.3078338623047,417.58746388753264
189,50205.0,915.6143086751302,440.28696780734595,,921.9030364990234,431.7654429117839
190,50471.0,921.7869669596354,437.4218970404731,,921.7869669596354,437.42189704047314
191,50734.0,927.9596252441406,434.5568262736003,,927.9596252441406,434.5568262736003
192,51001.0,934.1322835286459,431.6917555067274,,934.1322835286458,431.6917555067274
193,51266.0,940.304941813151,428.8266847398546,,940.304941813151,428.8266847398546
194,51533.0,946.4776000976562,425.96161397298175,,946.4776000976562,425.96161397298175
195,51803.00000000001,952.6502583821615,423.09654320610895,,952.6502583821614,423.096543206109
196,52071.0,958.8229166666666,420.2314724392361,,958.8229166666666,420.23147243923614
197,52337.0,964.9955749511719,417.3664016723633,,964.9955749511719,417.3664016723633
198,52605.00000000001,971.1682332356771,414.5013309054905,,971.168233235677,414.5013309054904
199,52858.00000000001,977.3408915201823,411.6362601386176,,977.3408915201823,411.6362601386177
200,53125.0,983.5135498046875,408.7711893717448,,983.5135498046875,408.7711893717448
201,53394.0,989.6862080891927,405.90611860487195,,989.6862080891926,405.90611860487195
202,53655.0,995.8588663736979,403.04104783799914,,995.8588663736979,403.04104783799914
203,53922.00000000001,1002.0315246582031,400.1759770711263,,1002.0315246582031,400.1759770711263
204,54188.0,1008.2041829427084,397.3109063042535,,1008.2041829427083,397.3109063042535
205,54455.0,1014.3768412272135,394.4458355373806,,1014.3768412272135,394.4458355373806
206,54721.0,1020.5494995117188,391.5807647705078,,1020.5494995117188,391.5807647705078
207,54983.00000000001,1026.7221577962239,388.715694003635,,1026.7221577962239,388.715694003635
208,55249.0,1032.8948160807292,385.85062323676215,,1032.8948160807292,385.85062323676215
209,55517.0,1039.0674743652344,382.98555246988934,,1039.0674743652344,382.98555246988934
210,55785.00000000001,1045.2401326497395,380.1204817030165,,1045.2401326497395,380.1204817030165
211,56053.00000000001,1051.4127909342449,377.2554109361437,,1051.4127909342449,377.2554109361437
212,56319.0,1057.58544921875,374.3903401692708,,1057.58544921875,374.3903401692708
213,56585.0,1063.7581075032551,371.525269402398,,1063.7581075032551,371.525269402398
214,56851.0,1069.9307657877605,368.66019863552515,,1069.9307657877605,368.66019863552515
215,57117.00000000001,1076.1034240722656,365.79512786865234,,1076.1034240722656,365.79512786865234
216,57373.00000000001,1082.2760823567708,362.93005710177954,,1082.2760823567708,362.93005710177954
217,57639.0,1088.4487406412761,360.0649863349067,,1088.4487406412761,360.0649863349067
218,57905.0,1094.6213989257812,357.1999155680339,,1094.6213989257812,357.1999155680339
219,58171.0,1100.7940572102864,354.334844801161,,1100.7940572102864,354.334844801161
220,58439.0,1106.9667154947917,351.4697740342882,,1106.9667154947917,351.4697740342882
221,58703.0,1113.1393737792969,348.60470326741535,,1113.1393737792969,348.60470326741535
222,58973.0,1119.312032063802,345.73963250054254,,1119.312032063802,345.73963250054254
223,59239.00000000001,1125.4846903483074,342.8745617336697,,1122.9721759033205,343.3654826863607
224,59503.0,1131.6573486328125,340.0094909667969,0.058525506407022476,1124.1198052978516,341.4822538248698
225,59769.0,1125.2674346923827,339.5990249633789,,1122.7549202473958,340.0899459160699
226,60036.0,1118.8775207519532,339.1885589599609,,1118.8775207519532,339.1885589599609
227,60301.0,1112.4876068115234,338.778092956543,,1112.4876068115234,338.778092956543
228,60572.0,1106.0976928710938,338.367626953125,,1106.0976928710938,338.367626953125
229,60839.0,1099.707778930664,337.95716094970703,,1099.707778930664,337.95716094970703
230,61093.0,1093.3178649902343,337.54669494628905,,1093.3178649902343,337.54669494628905
231,61363.0,1086.9279510498047,337.13622894287107,,1086.9279510498047,337.13622894287107
232,61630.0,1080.538037109375,336.72576293945315,,1080.538037109375,336.72576293945315
233,61889.0,1074.1481231689454,336.31529693603517,,1074.1481231689454,336.31529693603517
234,62155.0,1067.7582092285156,335.9048309326172,,1067.7582092285156,335.9048309326172
235,62422.00000000001,1061.3682952880858,335.4943649291992,,1061.3682952880858,335.4943649291992
236,62688.0,1054.9783813476563,335.0838989257812,,1054.9783813476563,335.0838989257812
237,62955.0,1048.5884674072265,334.6734329223633,,1048.5884674072265,334.6734329223633
238,63223.0,1042.198553466797,334.2629669189453,,1042.198553466797,334.2629669189453
239,63488.0,1035.8086395263672,333.85250091552734,,1035.8086395263672,333.85250091552734
240,63748.00000000001,1029.4187255859374,333.44203491210936,,1029.4187255859374,333.44203491210936
241,64015.0,1023.0288116455079,333.0315689086914,,1023.0288116455079,333.0315689086914
242,64281.00000000001,1016.6388977050781,332.62110290527346,,1016.6388977050781,332.62110290527346
243,64545.0,1010.2489837646484,332.2106369018555,,998.9033032226562,336.52559753417967
244,64812.0,1003.8590698242188,331.8001708984375,0.2826493978500366,969.8220281982422,344.7450527954102
245,65077.0,940.7407531738281,352.9645080566406,,956.2252545166015,310.87544036865233
246,65342.0,877.6224365234375,374.12884521484375,0.21580471098423004,950.4341125488281,276.9060852050781
247,65608.0,948.655029296875,163.27304077148438,0.09824217855930328,939.3951976429332,244.33107272061434
248,65873.0,981.2932739257812,162.36386108398438,0.06573890149593353,934.454190340909,208.8354422829368
249,66139.0,948.6644952947444,168.9251084761186,,935.6110906427557,170.41919389204546
250,66405.0,916.0357166637074,175.48635586825284,,916.0357166637074,175.48635586825284
251,66671.0,883.4069380326705,182.04760326038706,,883.4069380326704,182.0476032603871
252,66937.0,850.7781594016335,188.6088506525213,,850.7781594016335,188.6088506525213
253,67202.0,818.1493807705966,195.17009804465553,,818.1493807705966,195.1700980446555
254,67472.00000000001,785.5206021395597,201.73134543678978,,785.5206021395596,201.7313454367898
255,67734.0,752.8918235085227,208.292592828924,,752.8918235085227,208.292592828924
256,68000.0,720.2630448774858,214.85384022105825,,720.2630448774859,214.85384022105822
257,68265.0,687.6342662464489,221.41508761319247,,687.6342662464489,221.41508761319247
258,68530.0,655.005487615412,227.9763350053267,,655.005487615412,227.9763350053267
259,68795.0,622.376708984375,234.53758239746094,,622.376708984375,234.53758239746094
260,69062.0,589.7479303533381,241.0988297895952,,589.747930353338,241.0988297895952
261,69328.0,557.1191517223012,247.6600771817294,,557.1191517223012,247.6600771817294
262,69592.0,524.4903730912642,254.22132457386363,,524.4903730912642,254.22132457386365
263,69858.0,491.8615944602273,260.7825719659979,,491.8615944602273,260.7825719659979
264,70124.0,459.2328158291904,267.3438193581321,,459.2328158291904,267.34381935813207
265,70389.0,426.6040371981535,273.9050667502663,,426.6040371981535,273.90506675026637
266,70655.0,393.9752585671165,280.46631414240056,,393.97525856711655,280.46631414240056
267,70921.0,361.3464799360796,287.0275615345348,,361.3464799360796,287.0275615345348
268,71187.0,328.7177013050426,293.588808926669,,328.7177013050426,293.588808926669
269,71452.0,296.08892267400574,300.1500563188033,,302.89120326186674,298.38598239783084
270,71722.00000000001,263.46014404296875,306.7113037109375,0.31210827827453613,283.8669858065519,301.4190819480202
271,71983.0,264.842768351237,304.45218149820965,,271.64504893909805,302.68810757723725
272,72250.0,266.2253926595052,302.19305928548175,,266.2253926595052,302.1930592854818
273,72514.0,267.60801696777344,299.9339370727539,,267.60801696777344,299.9339370727539
274,72780.0,268.9906412760417,297.67481486002606,,268.9906412760417,297.674814860026
275,73045.0,270.3732655843099,295.41569264729816,,270.3732655843099,295.4156926472982
276,73312.0,271.7558898925781,293.1565704345703,,271.7558898925781,293.1565704345703
277,73577.0,273.1385142008464,290.89744822184247,,273.1385142008464,290.8974482218424
278,73842.0,274.52113850911456,288.63832600911456,,274.52113850911456,288.6383260091146
279,74108.0,275.9037628173828,286.3792037963867,,275.9037628173828,286.3792037963867
280,74373.0,277.28638712565106,284.1200815836589,,277.28638712565106,284.1200815836588
281,74639.0,278.66901143391925,281.86095937093097,,278.66901143391925,281.860959370931
282,74905.0,280.0516357421875,279.6018371582031,,280.0516357421875,279.6018371582031
283,75170.0,281.43426005045575,277.3427149454753,,281.43426005045575,277.3427149454752
284,75436.0,282.81688435872394,275.0835927327474,,282.81688435872394,275.08359273274743
285,75701.00000000001,284.1995086669922,272.82447052001953,,284.1995086669922,272.82447052001953
286,75967.0,285.58213297526044,270.5653483072917,,285.58213297526044,270.56534830729163
287,76234.0,286.9647572835286,268.3062260945638,,286.9647572835286,268.30622609456384
288,76500.0,288.3473815917969,266.04710388183594,,288.3473815917969,266.04710388183594
289,76765.0,289.7300059000651,263.7879816691081,,289.7300059000651,263.78798166910804
290,77030.0,291.1126302083333,261.5288594563802,,291.1126302083333,261.52885945638025
291,77295.0,292.49525451660156,259.26973724365234,,292.49525451660156,259.26973724365234
292,77562.0,293.8778788248698,257.0106150309245,,293.8778788248698,257.01061503092444
293,77827.0,295.260503133138,254.7514928181966,,311.44744669596355,257.4128092447917
294,78093.0,296.64312744140625,252.49237060546875,0.0798790380358696,345.20395812988284,260.47631988525393
295,78359.0,378.96046956380206,263.5398305257161,,395.1474131266276,266.2011469523112
296,78624.0,461.2778116861979,274.58729044596356,,461.2778116861979,274.58729044596356
297,78889.0,543.5951538085938,285.63475036621094,,543.5951538085938,285.63475036621094
298,79155.0,625.9124959309895,296.6822102864583,,625.9124959309896,296.6822102864583
299,79422.0,708.2298380533854,307.72967020670575,,690.3028684381852,305.16746462102526
300,79686.0,790.5471801757812,318.7771301269531,0.05044069141149521,736.7662713301809,311.0905133699116
301,79952.0,783.2296742221765,317.01356211879795,,765.3027046069765,314.45135653311746
302,80218.0,775.9121682685718,315.24999411064283,,775.9121682685718,315.24999411064283
303,80483.0,768.5946623149671,313.48642610248766,,768.594662314967,313.48642610248766
304,80748.0,761.2771563613624,311.72285809433254,,761.2771563613624,311.72285809433254
305,81015.0,753.9596504077576,309.95929008617736,,753.9596504077577,309.95929008617736
306,81281.0,746.6421444541529,308.1957220780222,,746.6421444541529,308.1957220780222
307,81546.0,739.3246385005482,306.43215406986707,,739.3246385005482,306.43215406986707
308,81812.0,732.0071325469436,304.6685860617119,,732.0071325469435,304.6685860617119
309,82076.00000000001,724.6896265933389,302.9050180535567,,724.6896265933389,302.9050180535567
310,82343.0,717.3721206397341,301.1414500454016,,717.3721206397342,301.1414500454016
311,82608.0,710.0546146861294,299.3778820372464,,710.0546146861294,299.3778820372464
312,82874.0,702.7371087325247,297.6143140290913,,702.7371087325247,297.6143140290913
313,83139.0,695.41960277892,295.8507460209361,,695.41960277892,295.8507460209361
314,83405.0,688.1020968253152,294.08717801278095,,688.1020968253152,294.08717801278095
315,83671.0,680.7845908717105,292.32361000462583,,680.7845908717105,292.3236100046258
316,83936.0,673.4670849181058,290.56004199647066,,673.4670849181058,290.56004199647066
317,84203.0,666.1495789645011,288.79647398831554,,666.1495789645011,288.7964739883155
318,84468.0,658.8320730108964,287.03290598016036,,658.8320730108964,287.03290598016036
319,84733.0,651.5145670572916,285.2693379720052,,651.5145670572916,285.26933797200525
320,84999.0,644.197061103687,283.50576996385007,,644.197061103687,283.50576996385
321,85264.0,636.8795551500823,281.7422019556949,,636.8795551500823,281.7422019556949
322,85531.0,629.5620491964776,279.9786339475397,,629.5620491964776,279.9786339475398
323,85796.0,622.2445432428729,278.2150659393846,,622.2445432428729,278.2150659393846
324,86061.0,614.9270372892681,276.4514979312294,,614.9270372892681,276.4514979312295
325,86328.0,607.6095313356634,274.6879299230743,,607.6095313356634,274.68792992307425
326,86594.00000000001,600.2920253820587,272.92436191491913,,600.2920253820587,272.92436191491913
327,86859.00000000001,592.974519428454,271.16079390676396,,592.974519428454,271.16079390676396
328,87123.0,585.6570134748492,269.39722589860884,,585.6570134748492,269.39722589860884
329,87389.0,578.3395075212445,267.63365789045366,,578.3395075212445,267.63365789045366
330,87655.0,571.0220015676398,265.87008988229854,,571.0220015676398,265.8700898822985
331,87922.0,563.7044956140351,264.10652187414337,,563.7044956140351,264.10652187414337
332,88188.0,556.3869896604303,262.3429538659882,,556.3869896604303,262.34295386598825
333,88451.00000000001,549.0694837068256,260.5793858578331,,549.0694837068256,260.5793858578331
334,88721.0,541.7519777532209,258.8158178496779,,541.7519777532209,258.81581784967796
335,88983.0,534.4344717996162,257.0522498415228,,534.4344717996162,257.0522498415227
336,89249.0,527.1169658460115,255.2886818333676,,527.1169658460115,255.28868183336758
