frame,timestamp_ms,signal
628,166812.0,0
630,167343.0,0
632,167874.0,0
634,168405.0,0
636,168938.00000000003,0
638,169477.0,0
640,170002.0,0
642,170539.00000000003,0
644,171062.0,0
646,171603.0,0
648,172124.0,0
650,172661.0,0
652,173187.0,0
654,173722.0,0
656,174250.0,1
658,174781.0,0
660,175311.0,0
662,175844.0,0
664,176375.0,0
666,176911.0,0
668,177437.0,0
670,177968.00000000003,0
672,178500.0,0
674,179030.0,0
676,179573.0,0
678,180101.0,0
680,180624.0,0
682,181155.0,0
684,181686.0,0
686,182221.0,0
688,182750.0,0
690,183283.00000000003,0
692,183811.0,0
694,184343.00000000003,0
696,184874.0,0
698,185406.0,0
700,185947.0,0
702,186478.0,0
704,187009.0,0
706,187538.0,0
708,188062.0,0
710,188593.00000000003,0
712,189125.0,0
714,189656.0,0
716,190187.0,0
718,190717.0,0
720,191249.0,0
722,191783.00000000003,0
724,192311.0,0
726,192855.00000000003,0
728,193379.0,0
730,193908.00000000003,0
732,194440.0,0
734,194967.0,0
736,195508.0,0
738,196031.0,0
740,196562.0,0
742,197092.0,0
744,197627.0,2
746,198156.0,0
748,198686.0,0
750,199217.0,0
752,199749.0,0
754,200280.0,0
756,200811.0,0
758,201343.00000000003,0
760,201875.0,0
762,202406.0,0
764,202948.0,0
766,203468.00000000003,0
768,204006.0,0
770,204530.0,0
772,205076.0,0
774,205609.0,0
776,206139.0,0
778,206671.0,0
780,207202.0,0
782,207735.0,0
784,208265.00000000003,0
786,208795.00000000003,0
788,209327.0,0
790,209868.0,0
792,210397.0,0
794,210921.0,0
796,211452.0,0
798,211997.0,0
800,212515.00000000003,0
802,213046.0,0
804,213577.0,0
806,214118.0,0
808,214639.0,0
810,215172.0,0
812,215702.0,0
814,216233.0,0
816,216766.0,0
818,217296.0,0
820,217827.0,0
822,218358.0,1
824,218900.0,0
826,219421.0,0
828,219952.0,0
830,220488.0,0
832,221015.00000000003,0
834,221546.0,0
836,222077.0,0
838,222617.00000000003,0
840,223148.0,0
842,223671.0,0
844,224205.0,0
846,224734.0,0
848,225264.0,0
850,225796.0,0
852,226328.0,0
854,226868.0,0
856,227390.00000000003,0
858,227922.0,0
860,228452.0,0
862,228984.0,0
864,229515.00000000003,0
866,230045.00000000003,0
868,230578.0,0
870,231108.0,0
872,231639.0,0
874,232172.0,0
876,232715.0,0
878,233243.0,0
880,233764.0,0
882,234295.00000000003,0
884,234827.0,0
886,235364.0,0
888,235890.00000000003,0
890,236422.0,0
892,236952.0,0
894,237483.0,0
896,238014.0,0
898,238546.0,0
900,239083.0,0
902,239618.0,0
904,240150.0,0
906,240680.0,0
908,241202.0,0
910,241733.0,0
912,242273.0,0
914,242803.0,0
916,243333.0,0
918,243859.0,2
920,244391.0,0
922,244929.0,0
924,245453.0,0
926,245984.0,0
928,246515.00000000003,0
930,247046.0,0
932,247577.0,0
934,248108.0,0
936,248653.0,0
938,249182.00000000003,0
940,249702.0,0
942,250245.0,0
944,250765.00000000003,0
946,251302.0,0
948,251833.0,0
950,252359.0,0
952,252890.00000000003,0
954,253422.0,0
956,253953.0,0
958,254497.0,0
960,255015.00000000003,0
962,255545.00000000003,0
964,256084.0,0
966,256616.0,0
968,257146.00000000003,0
970,257671.0,0
972,258204.99999999997,0
974,258733.0,0
976,259280.00000000003,0
978,259812.0,0
980,260343.00000000003,0
982,260874.00000000003,2
984,261405.00000000003,0
986,261937.0,0
988,262467.0,0
990,263017.0,0
992,263545.0,0
994,264077.0,0
996,264608.0,0
998,265141.0,0
1000,265674.0,0
1002,266202.0,0
1004,266734.0,0
1006,267264.0,0
1008,267808.0,0
1010,268337.0,0
1012,268859.0,0
1014,269398.0,0
1016,269921.0,0
1018,270458.0,0
1020,270986.0,1
1022,271516.0,0
1024,272046.0,0
1026,272586.0,0
1028,273116.0,0
1030,273645.0,0
1032,274171.0,0
1034,274704.0,0
1036,275233.0,0
1038,275765.0,0
1040,276297.0,0
1042,276827.0,0
1044,277368.0,0
1046,277898.0,0
1048,278427.0,0
1050,278958.0,0
1052,279489.00000000006,0
1054,280015.0,0
1056,280545.0,0
1058,281077.0,0
1060,281609.0,0
1062,282140.0,0
1064,282679.00000000006,0
1066,283201.0,0
1068,283741.0,0
1070,284271.0,0
1072,284800.0,0
1074,285327.0,0
1076,285858.0,0
1078,286401.0,0
1080,286933.0,0
1082,287453.00000000006,0
1084,287995.0,0
1086,288524.0,0
1088,289046.0,0
1090,289577.0,0
1092,290109.0,0
1094,290645.0,0
1096,291174.0,0
1098,291702.0,0
1100,292233.0,0
1102,292765.0,0
1104,293295.0,0
1106,293828.00000000006,0
1108,294359.0,0
1110,294903.0,0
1112,295432.0,0
1114,295953.00000000006,0
1116,296484.0,0
1118,297014.0,0
1120,297546.0,0
1122,298080.0,0
1124,298608.0,0
1126,299144.0,0
1128,299671.0,0
1130,300202.0,0
1132,300734.0,0
1134,301265.0,0
1136,301795.0,0
1138,302334.0,0
1140,302859.0,0
1142,303403.0,0
1144,303921.0,0
1146,304462.0,0
1148,304989.00000000006,0
1150,305516.0,0
1152,306057.0,0
1154,306588.0,0
1156,307108.0,0
1158,307639.0,0
1160,308171.0,0
1162,308702.0,0
1164,309239.00000000006,0
1166,309771.0,0
1168,310300.0,0
1170,310827.0,0
1172,311358.0,0
1174,311900.00000000006,0
1176,312430.0,0
1178,312953.00000000006,0
1180,313484.0,0
1182,314014.0,0
1184,314549.0,0
1186,315080.0,0
1188,315608.0,0
1190,316139.0,0
1192,316671.0,0
1194,317219.0,0
1196,317749.0,0
1198,318292.00000000006,0
1200,318811.0,0
1202,319344.0,0
1204,319873.0,0
1206,320412.00000000006,0
1208,320936.0,0
1210,321468.0,0
1212,321999.0,0
1214,322531.0,0
1216,323061.0,0
1218,323603.0,0
1220,324124.0,0
1222,324656.0,0
1224,325201.0,0
1226,325718.0,0
1228,326249.0,0
1230,326781.0,0
1232,327313.0,0
1234,327843.0,0
1236,328376.00000000006,0
1238,328905.00000000006,0
1240,329436.0,0
1242,329967.0,0
1244,330503.0,0
1246,331030.00000000006,0
1248,331562.0,0
1250,332093.0,0
1252,332624.0,0
1254,333157.0,0
1256,333696.0,0
1258,334223.0,0
1260,334750.0,0
1262,335282.0,0
1264,335812.0,0
1266,336342.0,0
1268,336873.0,0
1270,337416.0,0
1272,337947.0,0
1274,338470.0,0
1276,338999.0,0
1278,339530.00000000006,0
1280,340062.0,0
1282,340593.0,0
1284,341127.0,0
1286,341656.0,0
1288,342199.0,0
1290,342718.0,0
1292,343250.0,0
1294,343785.0,0
1296,344311.00000000006,0
1298,344843.0,0
1300,345389.0,0
1302,345921.0,0
1304,346452.0,0
1306,346993.0,0
1308,347514.0,0
1310,348045.0,0
1312,348586.0,0
1314,349114.00000000006,0
1316,349639.0,0
1318,350174.00000000006,0
1320,350703.00000000006,0
1322,351233.0,0
1324,351765.0,0
1326,352296.0,0
1328,352837.0,0
1330,353359.0,0
1332,353890.0,0
1334,354424.00000000006,0
1336,354958.0,0
1338,355483.0,0
1340,356015.0,0
1342,356547.0,0
1344,357077.0,0
1346,357610.0,0
1348,358139.0,0
1350,358672.0,0
1352,359211.0,0
1354,359741.0,0
1356,360271.0,0
1358,360802.0,0
1360,361326.0,0
1362,361858.0,0
1364,362390.0,0
1366,362921.0,0
1368,363453.00000000006,0
1370,363996.0,0
1372,364514.0,0
1374,365046.0,0
1376,365587.0,0
1378,366119.0,0
1380,366640.0,0
1382,367179.00000000006,0
1384,367703.00000000006,0
1386,368234.0,0
1388,368765.0,0
1390,369296.0,1
1392,369836.0,0
1394,370369.0,0
1396,370900.00000000006,0
1398,371421.0,0
1400,371953.00000000006,0
1402,372488.0,0
1404,373014.0,0
1406,373546.0,0
1408,374077.0,0
1410,374609.0,0
1412,375140.0,0
1414,375672.0,0
1416,376203.00000000006,0
1418,376733.0,0
1420,377265.0,0
1422,377798.0,0
1424,378330.0,0
1426,378858.0,0
1428,379403.0,0
1430,379931.0,0
1432,380460.0,0
1434,380988.0,0
1436,381514.0,0
1438,382045.0,0
1440,382577.0,0
1442,383108.0,0
1444,383639.0,0
1446,384171.0,0
1448,384711.0,0
1450,385243.0,0
1452,385765.0,0
1454,386297.0,0
1456,386842.0,0
1458,387358.0,0
1460,387902.0,0
1462,388421.0,0
1464,388952.0,0
1466,389491.0,0
1468,390015.0,0
1470,390545.0,0
1472,391077.0,0
1474,391617.0,0
1476,392148.0,0
1478,392675.0,0
1480,393203.00000000006,0
1482,393734.0,0
1484,394265.0,0
1486,394796.0,0
1488,395328.00000000006,0
1490,395859.0,0
1492,396394.0,0
1494,396921.0,0
1496,397454.0,0
1498,397997.0,0
1500,398524.0,0
1502,399046.0,1
1504,399582.0,0
1506,400113.0,0
1508,400642.0,0
1510,401170.0,0
1512,401702.0,0
1514,402233.0,0
1516,402764.0,0
1518,403295.0,0
1520,403828.00000000006,0
1522,404368.0,0
1524,404899.0,0
1526,405421.0,0
1528,405953.00000000006,0
1530,406483.0,0
1532,407015.0,0
1534,407546.0,0
1536,408078.00000000006,0
1538,408616.0,0
1540,409140.0,0
1542,409675.0,0
1544,410205.0,0
1546,410733.0,0
1548,411264.0,0
1550,411796.0,0
1552,412338.0,0
1554,412858.0,0
1556,413396.0,0
1558,413926.0,0
1560,414452.0,0
1562,414983.0,0
1564,415514.0,0
1566,416060.0,0
1568,416586.0,0
1570,417111.0,0
1572,417640.0,0
1574,418171.0,0
1576,418702.0,0
1578,419247.0,0
1580,419765.0,0
1582,420295.0,0
1584,420835.00000000006,0
1586,421363.0,0
1588,421889.0,0
1590,422426.0,0
1592,422957.0,0
1594,423483.0,0
1596,424014.0,0
1598,424545.0,0
1600,425077.0,0
1602,425608.0,0
1604,426141.0,0
1606,426670.0,0
1608,427216.0,0
1610,427747.0,0
1612,428276.0,0
1614,428796.0,0
1616,429328.00000000006,0
1618,429858.0,0
1620,430394.0,0
1622,430921.0,0
1624,431453.00000000006,0
1626,431983.0,0
1628,432514.0,0
1630,433046.0,0
1632,433576.0,0
1634,434108.0,0
1636,434640.0,0
1638,435185.0,0
1640,435714.0,0
1642,436233.0,0
1644,436774.0,0
1646,437304.00000000006,0
1648,437834.0,0
1650,438358.0,0
1652,438891.0,0
1654,439425.0,0
1656,439953.00000000006,0
1658,440484.00000000006,0
1660,441017.0,0
1662,441545.0,0
1664,442077.0,2
1666,442609.00000000006,0
1668,443147.0,0
1670,443671.0,0
1672,444206.0,0
1674,444734.00000000006,0
1676,445266.0,0
1678,445814.0,0
1680,446343.0,0
1682,446887.0,0
1684,447404.0,0
1686,447937.0,0
1688,448468.0,0
1690,449000.0,0
1692,449539.0,0
1694,450062.0,0
1696,450598.0,0
1698,451124.0,0
1700,451655.00000000006,0
1702,452190.0,0
1704,452717.0,0
1706,453250.0,0
1708,453781.0,0
1710,454316.00000000006,0
1712,454846.0,0
1714,455374.0,0
1716,455906.0,0
1718,456442.0,0
1720,456969.0,0
1722,457500.0,0
1724,458031.0,0
1726,458563.0,0
1728,459092.0,0
1730,459624.0,0
1732,460155.00000000006,0
1734,460686.00000000006,0
1736,461221.0,0
1738,461749.0,0
1740,462281.0,0
1742,462813.0,0
1744,463343.0,0
1746,463874.0,0
1748,464408.0,0
1750,464938.0,0
1752,465468.0,0
1754,465999.0,0
1756,466530.00000000006,0
1758,467062.0,0
1760,467603.0,0
1762,468125.0,0
1764,468667.00000000006,0
1766,469199.0,0
1768,469718.0,0
1770,470249.0,0
1772,470780.00000000006,0
1774,471311.00000000006,0
1776,471842.0,0
1778,472383.00000000006,0
1780,472912.00000000006,0
1782,473442.0,0
1784,473977.00000000006,0
1786,474500.0,0
1788,475031.0,0
1790,475563.0,0
1792,476092.0,0
1794,476624.0,0
1796,477155.00000000006,0
1798,477690.0,0
1800,478219.0,0
1802,478750.0,0
1804,479281.0,0
1806,479813.0,0
1808,480343.0,0
1810,480874.0,0
1812,481406.0,0
1814,481938.0,0
1816,482467.0,0
1818,482998.0,0
1820,483530.00000000006,0
1822,484076.0,0
1824,484593.0,0
1826,485136.0,0
1828,485656.0,0
1830,486193.0,0
1832,486719.0,0
1834,487250.0,0
1836,487781.0,0
1838,488312.0,0
1840,488843.0,0
1842,489375.0,0
1844,489910.0,0
1846,490439.0,0
1848,490967.0,0
1850,491499.0,0
1852,492041.0,0
1854,492561.00000000006,0
1856,493102.00000000006,0
1858,493633.00000000006,0
1860,494155.00000000006,0
1862,494692.0,0
1864,495220.0,0
1866,495749.0,0
1868,496280.00000000006,0
1870,496811.00000000006,0
1872,497342.0,0
1874,497873.0,0
1876,498406.0,0
1878,498938.0,0
1880,499468.0,0
1882,500011.0,0
1884,500530.00000000006,0
1886,501071.0,0
1888,501604.0,0
1890,502124.0,0
1892,502656.0,0
1894,503186.00000000006,0
1896,503719.0,0
1898,504249.0,0
1900,504782.0,0
1902,505312.0,0
1904,505842.0,0
1906,506380.0,0
1908,506911.0,0
1910,507442.0,0
1912,507972.00000000006,0
1914,508498.0,1
1916,509031.0,1
1918,509564.0,0
1920,510093.0,0
1922,510638.00000000006,1
1924,511170.0,0
1926,511700.0,1
1928,512230.0,1
1930,512749.0,0
1932,513286.00000000006,0
1934,513811.00000000006,0
1936,514342.99999999994,0
1938,514875.0,0
1940,515406.00000000006,0
1942,515938.0,0
1944,516467.0,0
1946,517003.00000000006,0
1948,517530.0,0
1950,518067.0,0
1952,518592.99999999994,0
1954,519131.0,0
1956,519661.00000000006,0
1958,520190.00000000006,0
1960,520717.99999999994,0
1962,521249.0,0
1964,521781.00000000006,0
1966,522311.00000000006,0
1968,522844.00000000006,0
1970,523375.0,0
1972,523917.00000000006,0
1974,524436.0,0
1976,524976.0,0
1978,525500.0,2
1980,526030.0,0
1982,526564.0,0
1984,527095.0,0
1986,527624.0,0
1988,528156.0000000001,0
1990,528686.0,0
1992,529217.0,0
1994,529759.0,0
1996,530288.0,0
1998,530813.0,0
2000,531343.0,0
2002,531874.0,0
2004,532407.0,0
2006,532938.0,0
2008,533480.0,0
2010,533999.0,0
2012,534537.0,0
2014,535062.0,0
2016,535598.0,0
2018,536124.0,0
2020,536655.0,0
2022,537186.0,0
2024,537718.0,0
2026,538250.0,0
2028,538780.0,0
2030,539311.0,0
2032,539843.0,0
2034,540375.0,0
2036,540905.0,0
2038,541437.0,0
2040,541979.0,0
2042,542499.0,0
2044,543030.0,1
2046,543562.0,0
2048,544104.0,0
2050,544624.0,0
2052,545155.0,0
2054,545687.0,0
2056,546217.0,0
2058,546749.0,0
2060,547281.0000000001,0
2062,547812.0,0
2064,548343.0,0
2066,548874.0,0
2068,549405.0,0
2070,549937.0,0
2072,550475.0,0
2074,551005.0,0
2076,551537.0,0
2078,552065.0,0
2080,552593.0,0
2082,553125.0,0
2084,553659.0,0
2086,554187.0,0
2088,554719.0,0
2090,555249.0,0
2092,555784.0,0
2094,556311.0,0
2096,556843.0,0
2098,557374.0,0
2100,557907.0,0
2102,558437.0,0
2104,558967.0,0
2106,559500.0,0
2108,560030.0,0
2110,560562.0,0
2112,561092.0,0
2114,561625.0,0
2116,562155.0,0
2118,562686.0,0
2120,563218.0,0
2122,563749.0,0
2124,564281.0000000001,0
2126,564812.0,0
2128,565343.0,0
2130,565874.0,0
2132,566406.0000000001,0
2134,566937.0,0
2136,567467.0,0
2138,568000.0,0
2140,568532.0,0
2142,569062.0,0
2144,569593.0,0
2146,570124.0,0
2148,570659.0,0
2150,571188.0,0
2152,571732.0,0
2154,572249.0,0
2156,572780.0,0
2158,573312.0,0
2160,573843.0,0
2162,574374.0,0
2164,574906.0000000001,0
2166,575444.0,2
2168,575971.0,0
2170,576513.0,0
2172,577041.0,2
2174,577573.0,0
2176,578092.0,0
2178,578637.0,0
2180,579155.0,0
2182,579688.0,0
2184,580218.0,0
2186,580750.0,0
2188,581280.0,0
2190,581811.0,0
2192,582342.0,0
2194,582875.0,0
2196,583407.0,0
2198,583937.0,0
2200,584470.0,0
2202,584999.0,0
2204,585531.0000000001,0
2206,586074.0,0
2208,586593.0,0
2210,587124.0,0
2212,587655.0,0
2214,588186.0,0
2216,588717.0,0
2218,589257.0000000001,0
2220,589780.0,0
2222,590311.0,0
2224,590842.0,0
2226,591375.0,0
2228,591905.0,0
2230,592437.0,0
2232,592967.0,0
2234,593499.0,0
2236,594031.0000000001,0
2238,594562.0,0
2240,595103.0000000001,0
2242,595625.0,0
2244,596155.0,0
2246,596687.0,0
2248,597218.0,0
2250,597748.0,0
2252,598280.0,0
2254,598815.0,0
2256,599343.0,0
2258,599873.0,0
2260,600412.0,0
2262,600936.0,0
2264,601467.0,0
2266,601999.0,0
2268,602531.0000000001,0
2270,603061.0,0
2272,603592.0,0
2274,604124.0,0
2276,604655.0,0
2278,605194.0,0
2280,605717.0,0
2282,606249.0,0
2284,606781.0000000001,0
2286,607312.0,0
2288,607843.0,0
2290,608374.0,0
2292,608910.0,0
2294,609436.0,0
2296,609974.0,0
2298,610500.0,0
2300,611030.0,0
2302,611570.0,0
2304,612093.0,0
2306,612624.0,0
2308,613164.0,0
2310,613686.0,0
2312,614223.0,0
2314,614750.0,0
2316,615280.0,0
2318,615812.0,0
2320,616342.0,0
2322,616882.0000000001,0
2324,617406.0000000001,0
2326,617941.0,0
2328,618468.0,0
2330,619000.0,0
2332,619535.0,0
2334,620066.0,0
2336,620594.0,0
2338,621124.0,0
2340,621660.0,0
2342,622187.0,0
2344,622718.0,0
2346,623250.0,0
2348,623780.0,0
2350,624313.0,0
2352,624848.0,0
2354,625377.0000000001,0
2356,625908.0,0
2358,626436.0,0
2360,626967.0,0
2362,627499.0,0
2364,628044.0,0
2366,628575.0,0
2368,629092.0,0
2370,629625.0,0
2372,630155.0,0
2374,630686.0,0
2376,631218.0,0
2378,631748.0,0
2380,632281.0000000001,0
2382,632811.0,0
2384,633343.0,0
2386,633875.0,0
2388,634413.0,0
2390,634936.0,0
2392,635483.0000000001,0
2394,636014.0,0
2396,636545.0,0
2398,637077.0,0
2400,637609.0,0
2402,638140.0,0
2404,638670.0,0
2406,639216.0,0
2408,639735.0,0
2410,640275.0,0
2412,640804.0,0
2414,641337.0,0
2416,641865.0,0
2418,642397.0,0
2420,642928.0,0
2422,643453.0,0
2424,643983.0000000001,0
2426,644515.0,0
2428,645046.0,0
2430,645577.0,0
2432,646108.0000000001,0
2434,646639.0,0
2436,647171.0,0
2438,647702.0,0
2440,648234.0,0
2442,648765.0,0
2444,649296.0,0
2446,649830.0,0
2448,650368.0,0
2450,650890.0,0
2452,651425.0000000001,0
2454,651952.0,0
2456,652496.0,0
2458,653015.0,0
2460,653545.0,0
2462,654077.0,0
2464,654614.0,0
2466,655140.0,0
2468,655676.0,0
2470,656202.0,0
2472,656733.0000000001,0
2474,657264.0,0
2476,657796.0,0
2478,658327.0,0
2480,658859.0,0
2482,659389.0,0
2484,659921.0,0
2486,660462.0,0
2488,660983.0000000001,0
2490,661515.0,0
2492,662047.0,0
2494,662578.0,0
2496,663109.0,0
2498,663640.0,0
2500,664170.0,0
2502,664717.0,0
2504,665250.0,0
2506,665781.0000000001,0
2508,666312.0,0
2510,666842.0,0
2512,667387.0,0
2514,667905.0,0
2516,668437.0,0
2518,668976.0,0
2520,669499.0,0
2522,670030.0,0
2524,670561.0,0
2526,671095.0,0
2528,671625.0,0
2530,672160.0,0
2532,672687.0,0
2534,673229.0,0
2536,673758.0,0
2538,674281.0000000001,0
2540,674811.0,0
2542,675343.0,0
2544,675873.0,0
2546,676416.0,0
2548,676945.0,0
2550,677477.0,0
2552,677998.0,0
2554,678536.0,0
2556,679062.0,0
2558,679597.0,0
2560,680124.0,0
2562,680655.0,0
2564,681200.0,0
2566,681729.0,0
2568,682260.0,0
2570,682781.0000000001,0
2572,683311.0,0
2574,683843.0,0
2576,684378.0,0
2578,684906.0000000001,0
2580,685437.0,0
2582,685969.0,0
2584,686498.0,0
2586,687030.0,0
2588,687562.0,0
2590,688094.0,0
2592,688625.0,0
2594,689156.0000000001,0
2596,689688.0,0
2598,690218.0,0
2600,690761.0,0
2602,691290.0,0
2604,691818.0,0
2606,692343.0,0
2608,692879.0,0
2610,693405.0,0
2612,693936.0,0
2614,694470.0,0
2616,695000.0,0
2618,695532.0,0
2620,696062.0,0
2622,696596.0,0
2624,697125.0,0
2626,697657.0,0
2628,698186.0,0
2630,698718.0,0
2632,699249.0,0
2634,699780.0,0
2636,700311.0,0
2638,700843.0,0
2640,701375.0,0
2642,701916.0,0
2644,702436.0,0
2646,702968.0,0
2648,703498.0,0
2650,704030.0,0
2652,704571.0,0
2654,705103.0000000001,0
2656,705624.0,0
2658,706155.0,0
2660,706699.0000000001,0
2662,707219.0,0
2664,707750.0,0
2666,708280.0,0
2668,708814.0,0
2670,709345.0,0
2672,709875.0,0
2674,710408.0,0
2676,710949.0000000001,0
2678,711480.0,0
2680,711999.0,0
2682,712530.0,0
2684,713061.0,0
2686,713593.0,0
2688,714123.0,0
2690,714655.0,0
2692,715187.0,0
2694,715718.0,0
2696,716248.0,0
2698,716780.0,0
2700,717312.0,0
2702,717843.0,0
2704,718388.0,0
2706,718906.0000000001,0
2708,719437.0,0
2710,719981.0,0
