frame,x,y,dist_from_hoop_ft,shot_type,track_hits,track_score
166,772.0422535211268,181.87089201877933,0.7172747819290509,2PT,13,0.6184934875924492
176,899.562905317769,404.77950713359274,0.995316230015362,2PT,10,0.6039935125781533
174,725.8524822695034,402.94184397163116,0.6785136104173114,2PT,7,0.434507914469897
176,813.4021164021163,360.8015873015873,0.810817357902673,2PT,8,0.4343625118440335
176,701.5490196078431,254.04901960784315,0.5664812637217619,2PT,8,0.4272724126587667
188,1254.7387387387387,659.972972972973,1.821040173983244,2PT,10,0.47862805934100155
188,1267.0438596491229,669.7236842105264,1.8508084192153553,2PT,10,0.5934522259864934
198,1134.479674796748,498.16666666666663,1.485462928255176,2PT,14,0.7140689615921876
216,1162.7058823529412,459.0049019607843,1.5157846002246327,2PT,39,0.5790270490534639
190,1257.3747594793435,223.60328239954725,1.6475125145962628,2PT,33,0.5198514819924996
236,975.3427800269906,482.72469635627533,1.1849583140064741,2PT,33,0.5405162645631595
246,421.88541666666663,354.0625,0.19578866997562308,2PT,35,0.5940402456336621
198,893.2682291666666,591.1666666666666,1.144938851737435,2PT,14,0.6520546601527517
192,1079.6573705179283,155.60026560424967,1.3151195822277273,2PT,7,0.6160174759077912
192,345.231884057971,498.93236714975836,0.49226247487967867,2PT,7,0.5864583855772897
192,1095.0,597.1129032258065,1.4885898518362972,2PT,11,0.48528472476452955
212,228.84126984126982,320.2936507936508,0.3748204235673137,2PT,16,0.5231149772654277
198,328.5856697819314,402.638629283489,0.3292905718348249,2PT,9,0.6722356597190668
194,336.73753280839895,559.8477690288713,0.6110751200161604,2PT,7,0.5729614165933431
192,1022.8944618599791,149.62277951933123,1.208002786081017,2PT,35,0.42866558991274556
192,430.01149425287355,379.4896551724138,0.24690782555540972,2PT,8,0.47641151906838153
210,325.73245614035085,375.7850877192982,0.28775261600246477,2PT,15,0.6861866117564324
194,291.2830188679245,325.7798742138365,0.26955352233395585,2PT,8,0.4337877788638312
194,417.0208333333333,334.8177083333333,0.15762064831705302,2PT,6,0.7421796127023799
196,1173.4132882882882,215.63963963963963,1.4851874138659222,2PT,6,0.6688125949987381
196,374.7851851851852,341.57037037037037,0.18339182782069063,2PT,6,0.5185578023379198
196,197.93478260869566,424.1159420289855,0.5282369330090202,2PT,12,0.716398391599613
196,791.2045454545455,519.9393939393939,0.9031122083840937,2PT,9,0.4796454860389273
198,1201.84388185654,615.6455696202531,1.6914239563032416,2PT,6,0.75
246,928.0894308943089,109.73170731707317,1.0449502796069388,2PT,31,0.5420337452905525
232,1075.5686274509803,487.8235294117647,1.3706865852942491,2PT,21,0.6551394529988902
206,741.6969696969697,553.9191919191919,0.8688827224068502,2PT,8,0.5928238781334421
222,887.8689458689457,482.09686609686605,1.0288518096215151,2PT,16,0.5038200784547735
208,1004.1136363636364,446.780303030303,1.2136167428257711,2PT,30,0.6187739269679036
244,1019.6776556776556,474.8443223443223,1.2599292089350538,2PT,28,0.6070348038834326
210,804.813725490196,529.5686274509803,0.9355039213689176,2PT,10,0.4931086364855143
206,941.7886178861787,465.0081300813008,1.1116359801195757,2PT,23,0.49871557780891757
220,861.2765957446809,391.6028368794326,0.9166889781929687,2PT,14,0.616767771251047
206,744.9270833333333,580.875,0.9093252141764342,2PT,6,0.403350448517276
206,843.0677966101695,682.9209039548022,1.1843104446433272,2PT,6,0.6944586394537274
208,796.5210727969348,335.32950191570876,0.7674575999416353,2PT,6,0.75
240,230.58333333333331,318.3636363636364,0.37036052879658365,2PT,21,0.7230532201756291
210,869.1764705882352,153.31372549019605,0.9133793468961332,2PT,6,0.43227619878428825
212,949.0462962962963,244.50617283950615,1.047532176921368,2PT,11,0.5118631544653834
240,998.6962962962962,473.6666666666667,1.2208765620216262,2PT,24,0.6266871356843525
216,1038.2828282828282,158.26262626262624,1.2348481354814376,2PT,11,0.5554499686045177
222,1080.0047875523637,287.90125673249554,1.303488179063395,2PT,23,0.5273083249117528
230,1165.0964052287582,454.95751633986924,1.5182251401402438,2PT,23,0.45578703000276394
246,1164.560975609756,445.39256678281066,1.51254358792849,2PT,24,0.5878789394397488
218,1089.1714285714286,155.21428571428572,1.3335195002771556,2PT,8,0.4387731520613076
222,381.38562091503263,360.2352941176471,0.2137722557677296,2PT,15,0.5322242322689887
230,445.0405405405405,327.5315315315315,0.1582652040586633,2PT,10,0.6560147513241096
224,877.2248062015503,457.6821705426356,0.9903332653296791,2PT,7,0.5599946986964682
222,821.5555555555555,309.1520467836257,0.8068028635460577,2PT,6,0.525
242,1075.9373842163764,453.25280968259847,1.3505972578899346,2PT,19,0.562339598383637
244,1246.5083553210202,241.15831134564644,1.6255315790305973,2PT,15,0.7368068025823827
252,1116.9454022988505,123.01532567049807,1.3969771986119486,2PT,15,0.4298931514377617
248,976.3819444444443,108.07638888888887,1.1364208721507072,2PT,13,0.7912760744093914
240,1200.0240811153358,554.105196451204,1.6420419184930624,2PT,16,0.6151582332063251
238,273.625,421.7847222222222,0.4201110323312179,2PT,7,0.39932021864890643
244,326.30645161290323,398.2096774193548,0.32396977079646305,2PT,9,0.6321448187081038
246,1000.1726907630522,491.421686746988,1.2360214264157832,2PT,10,0.5446373960212024
240,1003.1629629629629,187.34814814814814,1.1597719152091153,2PT,6,0.6084635815589571
242,367.9037037037036,373.59259259259255,0.24634429611860995,2PT,7,0.4507011364559043
248,1236.2,475.8285714285714,1.662166100959156,2PT,9,0.4136235980280847
254,1113.1263616557733,579.1416122004357,1.5051754579207242,2PT,10,0.5725464424211072
246,425.625,298.75,0.092097279887848,2PT,12,0.453672271370219
252,498.29824561403507,328.17543859649123,0.22406629156600064,2PT,6,0.6895617364213976
254,1035.3537414965986,592.469387755102,1.381624011693182,2PT,6,0.6636822639220336
254,660.5,256.5,0.48674703641052436,2PT,7,0.35547960644646576
264,728.40625,168.77083333333331,0.6404451343950249,2PT,12,0.6079597704632058
256,781.5615615615615,293.7972972972973,0.7260753740630678,2PT,10,0.5085923531479176
258,190.31840796019898,151.00746268656715,0.47142393048426456,2PT,48,0.46009060128849344
266,1001.3314814814814,325.787037037037,1.1573956874671971,2PT,6,0.5071447229684672
266,403.4,137.1,0.22749902497357927,2PT,6,0.49705137985592873
314,977.2157894736843,296.3982456140351,1.1051777997585415,2PT,46,0.6746385593675034
284,304.2368421052632,321.6842105263158,0.24397676242650274,2PT,28,0.6729964718591059
286,98.72685185185185,367.68055555555554,0.643877563186367,2PT,15,0.7252624317258001
270,1107.111111111111,513.0165484633569,1.4449656427717639,2PT,6,0.6639106226411161
272,183.12962962962962,529.1296296296297,0.69288359741303,2PT,12,0.4721671891708381
300,41.0,394.0,0.7668374636756663,2PT,20,0.5286294535946315
272,292.95205992509364,310.68164794007487,0.25268802544784513,2PT,24,0.5191164505572808
272,464.1815181518151,95.23102310231022,0.3259574334891634,2PT,7,0.436431041083867
