frame,hoop_x,hoop_y,rim_radius,ft_per_px,n_lines
1670,1058,234,19,0.0390625,33
1672,1087,242,19,0.0390625,38
1674,1408,244,19,0.0390625,24
1676,773,248,19,0.0390625,37
1678,1101,258,19,0.0390625,53
1680,536,181,19,0.0390625,35
1682,224,184,19,0.0390625,39
1684,1155,234,19,0.0390625,44
1686,1108,262,19,0.0390625,39
1688,790,260,19,0.0390625,27
1690,1117,254,19,0.0390625,32
1692,595,185,19,0.0390625,34
1694,937,186,19,0.0390625,31
1696,934,187,19,0.0390625,33
1698,1118,253,19,0.0390625,33
1700,1104,251,19,0.0390625,34
1702,1085,252,19,0.0390625,46
1704,1048,242,19,0.0390625,29
1706,1113,255,19,0.0390625,30
1708,1035,425,19,0.0390625,32
1710,474,273,19,0.0390625,30
1712,328,521,19,0.0390625,21
1714,-33,526,19,0.0390625,32
1716,144,530,19,0.0390625,18
1718,971,517,19,0.0390625,39
1720,954,490,19,0.0390625,41
1722,890,478,19,0.0390625,62
1724,857,471,19,0.0390625,49
1726,491,424,19,0.0390625,53
1728,1171,431,19,0.0390625,26
1730,1152,436,19,0.0390625,24
1732,298,464,19,0.0390625,37
1734,779,447,19,0.0390625,25
1736,652,466,19,0.0390625,48
1738,258,483,19,0.0390625,49
1740,570,487,19,0.0390625,43
1742,407,463,19,0.0390625,34
1744,568,491,19,0.0390625,59
1746,98,387,19,0.0390625,56
1748,571,491,19,0.0390625,50
1750,1025,474,19,0.0390625,54
1752,275,484,19,0.0390625,23
1754,292,478,19,0.0390625,47
1756,338,468,19,0.0390625,15
1758,338,464,19,0.0390625,30
1760,442,444,19,0.0390625,34
1762,668,510,19,0.0390625,37
1764,995,528,19,0.0390625,39
1766,675,548,19,0.0390625,33
1768,976,398,19,0.0390625,23
1770,1047,403,19,0.0390625,46
1772,-16,551,19,0.0390625,71
1774,329,538,19,0.0390625,32
1776,356,528,19,0.0390625,39
1778,351,510,19,0.0390625,71
1780,25,505,19,0.0390625,78
1782,352,502,19,0.0390625,66
1784,715,435,19,0.0390625,93
1786,1028,498,19,0.0390625,70
1788,959,499,19,0.0390625,42
1790,969,225,19,0.0390625,46
1792,972,236,19,0.0390625,50
1794,1030,250,19,0.0390625,25
1796,634,240,19,0.0390625,54
1798,799,228,19,0.0390625,45
1800,455,222,19,0.0390625,50
1802,807,231,19,0.0390625,41
1804,983,249,19,0.0390625,61
1806,989,252,19,0.0390625,58
1808,988,251,19,0.0390625,40
1810,987,249,19,0.0390625,55
1812,627,237,19,0.0390625,67
1814,1033,454,19,0.0390625,45
1816,477,491,19,0.0390625,38
1818,643,220,19,0.0390625,46
1820,1008,225,19,0.0390625,43
1822,987,413,19,0.0390625,51
1824,639,500,19,0.0390625,51
1826,1061,242,19,0.0390625,38
1828,1112,260,19,0.0390625,46
1830,1118,265,19,0.0390625,39
1832,795,270,19,0.0390625,53
1834,1109,269,19,0.0390625,36
1836,1083,266,19,0.0390625,30
1838,638,239,19,0.0390625,47
1840,1053,252,19,0.0390625,47
1842,574,223,19,0.0390625,41
1844,1033,243,19,0.0390625,37
1846,1289,232,19,0.0390625,50
1848,695,242,19,0.0390625,77
1850,741,254,19,0.0390625,57
1852,1069,254,19,0.0390625,56
1854,754,251,19,0.0390625,57
1856,1077,250,19,0.0390625,49
1858,1004,241,19,0.0390625,67
1860,1090,246,19,0.0390625,50
1862,760,238,19,0.0390625,61
1864,1035,222,19,0.0390625,35
1866,1019,493,19,0.0390625,45
1868,992,486,19,0.0390625,39
1870,1090,222,19,0.0390625,34
1872,1002,486,19,0.0390625,34
1874,997,488,19,0.0390625,68
1876,961,483,19,0.0390625,62
1878,674,495,19,0.0390625,67
1880,203,485,19,0.0390625,59
1882,903,482,19,0.0390625,64
1884,566,481,19,0.0390625,48
1886,508,283,19,0.0390625,64
1888,992,362,19,0.0390625,62
1890,295,355,19,0.0390625,58
1892,578,466,19,0.0390625,76
1894,735,462,19,0.0390625,78
1896,757,470,19,0.0390625,57
1898,827,482,19,0.0390625,48
1900,897,219,19,0.0390625,40
1902,951,231,19,0.0390625,52
1904,945,232,19,0.0390625,56
1906,986,439,19,0.0390625,59
1908,995,248,19,0.0390625,63
1910,1033,265,19,0.0390625,48
1912,1077,283,19,0.0390625,45
1914,990,458,19,0.0390625,45
1916,980,455,19,0.0390625,46
1918,1050,268,19,0.0390625,42
1920,1039,264,19,0.0390625,47
1922,1044,267,19,0.0390625,49
1924,1009,456,19,0.0390625,50
1926,974,451,19,0.0390625,49
1928,963,447,19,0.0390625,55
1930,981,444,19,0.0390625,37
1932,959,427,19,0.0390625,42
1934,953,223,19,0.0390625,38
1936,779,450,19,0.0390625,32
1938,683,355,19,0.0390625,53
1940,616,350,19,0.0390625,35
1942,772,456,19,0.0390625,8
1944,960,220,19,0.0390625,46
1946,990,236,19,0.0390625,39
1948,1003,246,19,0.0390625,29
1950,994,247,19,0.0390625,38
1952,966,242,19,0.0390625,33
1954,1001,248,19,0.0390625,37
1956,920,427,19,0.0390625,37
1958,999,246,19,0.0390625,45
1960,909,425,19,0.0390625,38
1962,897,423,19,0.0390625,37
1964,902,424,19,0.0390625,36
1966,887,421,19,0.0390625,33
1968,901,423,19,0.0390625,35
1970,998,240,19,0.0390625,29
1972,997,234,19,0.0390625,41
1974,999,223,19,0.0390625,30
1976,985,495,19,0.0390625,39
1978,941,471,19,0.0390625,41
1980,804,431,19,0.0390625,35
1982,614,394,19,0.0390625,44
1984,265,521,19,0.0390625,29
1986,1304,381,19,0.0390625,28
1988,549,377,19,0.0390625,35
1990,1001,452,19,0.0390625,43
1992,893,435,19,0.0390625,67
1994,919,418,19,0.0390625,37
1996,1075,484,19,0.0390625,29
1998,1032,492,19,0.0390625,31
2000,393,427,19,0.0390625,24
2002,1082,442,19,0.0390625,34
2004,245,487,19,0.0390625,19
2006,288,486,19,0.0390625,33
2008,307,489,19,0.0390625,24
2010,1079,485,19,0.0390625,16
2012,1096,488,19,0.0390625,47
2014,274,232,19,0.0390625,30
2016,262,245,19,0.0390625,24
2018,711,432,19,0.0390625,42
2020,939,276,19,0.0390625,53
2022,952,279,19,0.0390625,41
2024,166,295,19,0.0390625,61
2026,165,293,19,0.0390625,62
2028,168,291,19,0.0390625,66
2030,278,457,19,0.0390625,66
2032,186,279,19,0.0390625,53
2034,626,446,19,0.0390625,59
2036,567,454,19,0.0390625,76
2038,956,264,19,0.0390625,52
2040,201,465,19,0.0390625,53
2042,587,452,19,0.0390625,64
2044,748,386,19,0.0390625,26
2046,484,275,19,0.0390625,51
2048,963,253,19,0.0390625,42
2050,746,380,19,0.0390625,53
2052,226,459,19,0.0390625,46
2054,723,374,19,0.0390625,37
2056,165,476,19,0.0390625,56
2058,905,269,19,0.0390625,55
2060,145,291,19,0.0390625,61
2062,250,460,19,0.0390625,91
2064,-72,459,19,0.0390625,65
2066,302,449,19,0.0390625,33
2068,-3,447,19,0.0390625,47
2070,-177,292,19,0.0390625,37
2072,-2,446,19,0.0390625,37
2074,299,263,19,0.0390625,52
2076,-83,463,19,0.0390625,41
2078,937,262,19,0.0390625,62
2080,904,541,19,0.0390625,71
2082,8,444,19,0.0390625,65
2084,264,270,19,0.0390625,68
2086,654,443,19,0.0390625,73
2088,878,280,19,0.0390625,66
2090,271,273,19,0.0390625,73
2092,881,277,19,0.0390625,86
2094,662,441,19,0.0390625,55
2096,265,271,19,0.0390625,77
2098,-172,289,19,0.0390625,86
2100,20,442,19,0.0390625,97
2102,267,271,19,0.0390625,79
2104,657,442,19,0.0390625,98
2106,50,435,19,0.0390625,67
2108,656,442,19,0.0390625,73
2110,659,441,19,0.0390625,56
2112,-69,460,19,0.0390625,88
2114,22,440,19,0.0390625,75
2116,571,460,19,0.0390625,71
2118,939,263,19,0.0390625,93
2120,-69,460,19,0.0390625,62
2122,625,449,19,0.0390625,67
2124,-105,467,19,0.0390625,50
2126,587,457,19,0.0390625,68
2128,331,444,19,0.0390625,57
2130,888,281,19,0.0390625,73
2132,662,442,19,0.0390625,121
2134,875,277,19,0.0390625,98
2136,666,440,19,0.0390625,83
2138,244,274,19,0.0390625,76
2140,699,434,19,0.0390625,87
2142,662,440,19,0.0390625,86
2144,903,271,19,0.0390625,79
2146,901,274,19,0.0390625,79
2148,25,441,19,0.0390625,84
2150,720,415,19,0.0390625,92
2152,726,393,19,0.0390625,85
2154,720,390,19,0.0390625,57
2156,719,404,19,0.0390625,64
2158,158,274,19,0.0390625,43
2160,77,420,19,0.0390625,41
2162,557,447,19,0.0390625,56
2164,164,261,19,0.0390625,50
2166,488,259,19,0.0390625,55
2168,501,255,19,0.0390625,65
2170,500,255,19,0.0390625,59
2172,186,256,19,0.0390625,49
2174,507,256,19,0.0390625,72
2176,505,263,19,0.0390625,54
2178,96,417,19,0.0390625,49
2180,530,462,19,0.0390625,68
2182,719,370,19,0.0390625,49
2184,-111,468,19,0.0390625,65
2186,956,259,19,0.0390625,87
2188,915,271,19,0.0390625,64
2190,23,443,19,0.0390625,88
2192,22,441,19,0.0390625,85
2194,663,441,19,0.0390625,65
2196,662,441,19,0.0390625,64
2198,660,442,19,0.0390625,76
2200,664,442,19,0.0390625,90
2202,342,442,19,0.0390625,96
2204,145,291,19,0.0390625,78
2206,342,441,19,0.0390625,86
2208,664,441,19,0.0390625,77
2210,900,277,19,0.0390625,82
2212,28,440,19,0.0390625,79
2214,670,439,19,0.0390625,100
2216,670,441,19,0.0390625,65
2218,410,561,19,0.0390625,58
2220,668,442,19,0.0390625,59
2222,27,444,19,0.0390625,64
2224,453,299,19,0.0390625,90
2226,537,576,19,0.0390625,59
2228,656,453,19,0.0390625,46
2230,13,454,19,0.0390625,67
2232,655,411,19,0.0390625,54
2234,524,577,19,0.0390625,41
2236,518,574,19,0.0390625,79
2238,999,563,19,0.0390625,65
2240,171,303,19,0.0390625,70
2242,558,466,19,0.0390625,62
2244,630,389,19,0.0390625,54
2246,627,417,19,0.0390625,53
2248,560,343,19,0.0390625,62
2250,598,454,19,0.0390625,56
2252,512,473,19,0.0390625,68
2254,510,474,19,0.0390625,33
2256,202,472,19,0.0390625,64
2258,205,474,19,0.0390625,51
2260,195,478,19,0.0390625,27
2262,188,483,19,0.0390625,25
2264,180,487,19,0.0390625,31
2266,674,359,19,0.0390625,64
2268,589,338,19,0.0390625,15
2270,259,467,19,0.0390625,39
2272,211,470,19,0.0390625,38
2274,613,376,19,0.0390625,48
2276,675,385,19,0.0390625,33
2278,252,445,19,0.0390625,14
2280,300,429,19,0.0390625,30
2282,225,441,19,0.0390625,28
2284,254,499,19,0.0390625,37
2286,1135,457,19,0.0390625,20
2288,516,426,19,0.0390625,51
2290,532,487,19,0.0390625,70
2292,976,462,19,0.0390625,47
2294,1199,372,19,0.0390625,48
2296,1181,374,19,0.0390625,22
2298,848,375,19,0.0390625,38
2300,627,445,19,0.0390625,46
2302,759,376,19,0.0390625,71
2304,839,395,19,0.0390625,39
2306,804,395,19,0.0390625,42
2308,978,374,19,0.0390625,68
2310,610,433,19,0.0390625,45
2312,513,412,19,0.0390625,41
2314,653,419,19,0.0390625,56
2316,147,443,19,0.0390625,5
2318,1144,470,19,0.0390625,13
2320,938,453,19,0.0390625,70
2322,1032,544,19,0.0390625,18
2324,854,382,19,0.0390625,42
2326,1006,466,19,0.0390625,35
2328,967,474,19,0.0390625,22
2330,1108,398,19,0.0390625,9
2332,184,497,19,0.0390625,26
2334,161,223,19,0.0390625,20
2336,120,235,19,0.0390625,16
2338,545,305,19,0.0390625,37
2340,575,340,19,0.0390625,33
2342,903,368,19,0.0390625,24
2344,209,450,19,0.0390625,31
2346,927,371,19,0.0390625,43
2348,599,400,19,0.0390625,44
2350,244,465,19,0.0390625,38
2352,409,432,19,0.0390625,70
2354,249,459,19,0.0390625,44
2356,340,434,19,0.0390625,49
2358,312,226,19,0.0390625,14
2360,595,474,19,0.0390625,17
2362,1064,520,19,0.0390625,34
2364,1022,523,19,0.0390625,41
2366,1324,512,19,0.0390625,45
2368,186,397,19,0.0390625,21
2370,188,454,19,0.0390625,23
2372,868,445,19,0.0390625,44
2374,250,431,19,0.0390625,62
2376,570,418,19,0.0390625,37
2378,547,454,19,0.0390625,41
2380,801,375,19,0.0390625,49
2382,329,471,19,0.0390625,42
2384,947,429,19,0.0390625,89
2386,643,442,19,0.0390625,59
2388,876,427,19,0.0390625,25
2390,1033,470,19,0.0390625,35
2392,1082,485,19,0.0390625,34
2394,751,491,19,0.0390625,38
2396,705,487,19,0.0390625,43
2398,1071,222,19,0.0390625,30
2400,1071,229,19,0.0390625,28
2402,1031,222,19,0.0390625,46
2404,329,486,19,0.0390625,40
2406,1070,226,19,0.0390625,38
2408,1060,222,19,0.0390625,45
2410,577,471,19,0.0390625,56
2412,1066,228,19,0.0390625,52
2414,1079,238,19,0.0390625,30
2416,1100,252,19,0.0390625,39
2418,1111,260,19,0.0390625,49
2420,1117,263,19,0.0390625,38
2422,761,254,19,0.0390625,50
2424,773,254,19,0.0390625,51
2426,199,173,19,0.0390625,55
2428,1096,256,19,0.0390625,53
2430,1098,258,19,0.0390625,40
2432,783,266,19,0.0390625,49
2434,207,177,19,0.0390625,36
2436,226,181,19,0.0390625,47
2438,234,187,19,0.0390625,43
2440,245,186,19,0.0390625,44
2442,563,187,19,0.0390625,44
2444,232,188,19,0.0390625,36
2446,885,185,19,0.0390625,60
2448,1342,464,19,0.0390625,29
2450,1358,467,19,0.0390625,57
2452,1358,467,19,0.0390625,52
2454,1346,465,19,0.0390625,59
2456,712,466,19,0.0390625,41
2458,888,184,19,0.0390625,49
2460,1409,478,19,0.0390625,48
2462,1030,465,19,0.0390625,47
2464,874,182,19,0.0390625,71
2466,373,274,19,0.0390625,48
2468,226,183,19,0.0390625,50
2470,1356,465,19,0.0390625,54
2472,766,476,19,0.0390625,44
2474,700,461,19,0.0390625,48
2476,1002,458,19,0.0390625,42
2478,1346,464,19,0.0390625,58
2480,1363,467,19,0.0390625,70
2482,1362,467,19,0.0390625,48
2484,566,185,19,0.0390625,59
2486,249,185,19,0.0390625,51
2488,1343,464,19,0.0390625,89
2490,1347,465,19,0.0390625,60
2492,1351,466,19,0.0390625,68
2494,1029,465,19,0.0390625,47
2496,1026,465,19,0.0390625,41
2498,708,465,19,0.0390625,54
2500,709,465,19,0.0390625,56
2502,724,468,19,0.0390625,75
2504,724,469,19,0.0390625,64
2506,724,468,19,0.0390625,54
2508,1354,466,19,0.0390625,61
2510,710,466,19,0.0390625,51
2512,1025,278,19,0.0390625,62
2514,1351,466,19,0.0390625,54
2516,712,466,19,0.0390625,55
2518,711,466,19,0.0390625,86
2520,724,469,19,0.0390625,53
2522,709,465,19,0.0390625,59
2524,1350,465,19,0.0390625,98
2526,248,185,19,0.0390625,61
2528,673,457,19,0.0390625,50
2530,1299,455,19,0.0390625,68
2532,1356,467,19,0.0390625,47
2534,775,478,19,0.0390625,56
2536,1025,278,19,0.0390625,86
2538,234,184,19,0.0390625,95
2540,883,183,19,0.0390625,56
2542,1352,465,19,0.0390625,86
2544,1354,465,19,0.0390625,75
2546,239,184,19,0.0390625,62
2548,1356,467,19,0.0390625,71
2550,1345,465,19,0.0390625,74
2552,1356,469,19,0.0390625,60
2554,1358,471,19,0.0390625,73
2556,1354,470,19,0.0390625,67
2558,200,182,19,0.0390625,63
2560,781,292,19,0.0390625,63
2562,625,276,19,0.0390625,41
2564,655,282,19,0.0390625,50
2566,1071,282,19,0.0390625,51
2568,565,259,19,0.0390625,47
2570,774,234,19,0.0390625,44
2572,1038,268,19,0.0390625,59
2574,709,499,19,0.0390625,48
2576,668,253,19,0.0390625,38
2578,680,252,19,0.0390625,38
2580,675,249,19,0.0390625,47
2582,1071,267,19,0.0390625,42
2584,675,257,19,0.0390625,51
2586,1021,265,19,0.0390625,59
2588,1038,270,19,0.0390625,57
2590,765,231,19,0.0390625,45
2592,909,266,19,0.0390625,62
2594,951,280,19,0.0390625,51
2596,751,281,19,0.0390625,56
2598,607,275,19,0.0390625,45
2600,615,279,19,0.0390625,49
2602,1080,286,19,0.0390625,39
2604,1052,270,19,0.0390625,41
2606,1030,258,19,0.0390625,42
2608,1006,242,19,0.0390625,30
2610,945,493,19,0.0390625,37
2612,912,475,19,0.0390625,37
2614,827,446,19,0.0390625,47
2616,734,423,19,0.0390625,69
2618,261,532,19,0.0390625,44
2620,531,389,19,0.0390625,48
2622,1090,399,19,0.0390625,55
2624,333,380,19,0.0390625,47
2626,323,384,19,0.0390625,42
2628,580,384,19,0.0390625,45
2630,246,394,19,0.0390625,52
2632,269,527,19,0.0390625,48
2634,939,424,19,0.0390625,78
2636,1226,409,19,0.0390625,85
2638,906,390,19,0.0390625,64
2640,186,355,19,0.0390625,64
2642,1067,408,19,0.0390625,67
2644,788,411,19,0.0390625,53
2646,804,420,19,0.0390625,53
2648,1056,223,19,0.0390625,41
2650,1004,251,19,0.0390625,39
2652,698,271,19,0.0390625,40
2654,338,223,19,0.0390625,31
2656,767,493,19,0.0390625,30
2658,313,241,19,0.0390625,50
2660,323,240,19,0.0390625,45
2662,703,230,19,0.0390625,27
2664,306,243,19,0.0390625,42
2666,311,242,19,0.0390625,40
2668,257,251,19,0.0390625,24
2670,401,221,19,0.0390625,20
2672,358,500,19,0.0390625,36
2674,375,485,19,0.0390625,28
2676,315,481,19,0.0390625,28
2678,217,484,19,0.0390625,26
2680,291,456,19,0.0390625,101
2682,286,444,19,0.0390625,48
2684,232,447,19,0.0390625,44
2686,288,438,19,0.0390625,21
2688,162,478,19,0.0390625,18
2690,235,478,19,0.0390625,11
2692,186,229,19,0.0390625,37
2694,154,256,19,0.0390625,13
2696,130,280,19,0.0390625,25
2698,622,407,19,0.0390625,48
2700,631,354,19,0.0390625,45
2702,635,403,19,0.0390625,38
2704,531,472,19,0.0390625,66
2706,636,403,19,0.0390625,35
2708,631,396,19,0.0390625,42
2710,175,481,19,0.0390625,72
