frame,cx,cy,diam,dist_from_rim,score,in_rim,rim_cx,rim_cy,rim_r
164,965.8636474609375,229.0,11.896774291992188,391.12184781985127,0.6224582245575163,False,582.0,154.0,380.0
166,777.5,182.0,5.000199794769287,197.4949366439555,0.6043921340242655,True,582.0,154.0,380.0
168,702.5,193.5,5.831151485443115,126.80891135878424,0.6306921712299155,True,582.0,154.0,380.0
170,756.0,206.5,6.403324127197266,132.0085224521508,0.6314219840777375,True,678.0,100.0,386.0
172,695.0,233.5,5.000199794769287,134.57804427171618,0.6309684541264542,True,678.0,100.0,386.0
174,1098.5,437.8999938964844,6.5301384925842285,539.4410587591977,0.4987302104701832,False,678.0,100.0,386.0
176,788.5999755859375,407.0,11.893091201782227,326.3148090412232,0.6524745896311264,True,678.0,100.0,386.0
178,707.7380981445312,254.26190185546875,14.883106231689453,157.1021605367668,0.686200653740976,True,678.0,100.0,386.0
180,746.5,235.5,11.401954650878906,151.83049759518013,0.7459419510896501,True,678.0,100.0,386.0
182,821.5,209.5,7.615972995758057,180.50623257937661,0.6351656773660638,True,678.0,100.0,386.0
184,914.5,185.5,5.831151485443115,251.48061555515565,0.5671328664488022,True,678.0,100.0,386.0
186,958.0,157.5,5.000199794769287,512.5975516913829,0.43996115600727104,False,750.0,626.0,382.0
188,1276.0,250.0,6.3247551918029785,646.5694084937827,0.33418518149748655,False,750.0,626.0,382.0
196,1202.0,223.5,5.000199794769287,605.2356978896734,0.36090420167439324,False,750.0,626.0,382.0
198,879.0,140.5,9.849058151245117,502.34574746881253,0.5111932658565579,False,750.0,626.0,382.0
200,750.5,581.5,9.487032890319824,44.50280890011326,0.7284626520634404,True,750.0,626.0,382.0
202,995.5,208.5,11.401954650878906,405.2067373576111,0.6069267249889855,False,604.0,104.0,388.0
204,1015.5,225.0,10.630346298217773,428.92103002767305,0.6052226806158355,False,604.0,104.0,388.0
206,822.0,153.5,6.708403587341309,223.5492115843847,0.6010143090643609,True,604.0,104.0,388.0
208,854.5,149.5,5.831151485443115,254.59870384587586,0.5774309557528504,True,604.0,104.0,388.0
210,1097.5,219.5,9.89969539642334,506.83577221818115,0.5772150294271823,False,604.0,104.0,388.0
212,1079.0,187.5,5.000199794769287,482.2833710589657,0.4597371617174935,False,604.0,104.0,388.0
214,1139.5,194.5,15.811588287353516,543.0934542047069,0.470674774129096,False,604.0,104.0,388.0
216,949.5,119.0,5.000199794769287,345.82546175780635,0.5224374634460853,True,604.0,104.0,388.0
218,1181.7686767578125,196.29104614257812,11.422220230102539,460.842774334996,0.6299340058669294,False,814.0,474.0,396.0
220,1010.0,117.5,5.000199794769287,406.82705170625024,0.49522980281147405,False,814.0,474.0,396.0
222,1231.5,199.5,15.297258377075195,499.65638192661964,0.46886888216015593,False,814.0,474.0,396.0
224,1137.0,334.5,7.810449600219727,351.8369650846824,0.6148034708461555,True,814.0,474.0,396.0
226,1166.5,186.5,12.72812271118164,454.8763568267755,0.6159268770108153,False,814.0,474.0,396.0
228,1143.5,185.5,13.038604736328125,437.9526230084711,0.5977668625862038,False,814.0,474.0,396.0
230,1122.5,185.5,11.401954650878906,422.37956863465826,0.5995350209538303,False,814.0,474.0,396.0
232,1145.5,211.0,11.704899787902832,423.1562950022131,0.6029741095750027,False,814.0,474.0,396.0
234,1195.27783203125,238.5,11.680017471313477,446.8066119471601,0.6149903443069353,False,794.0,42.0,394.0
236,917.5,128.5,8.60252571105957,150.7796405354516,0.662402247676082,True,794.0,42.0,394.0
238,1193.5,288.0,12.206755638122559,469.1654825325495,0.5976677464439597,False,794.0,42.0,394.0
240,936.5,137.0,15.264537811279297,171.2636855845395,0.7298085389315618,True,794.0,42.0,394.0
242,941.5908813476562,137.81817626953125,13.67444133758545,175.96644896285457,0.7618544238681488,True,794.0,42.0,394.0
244,959.9666748046875,134.5,16.699621200561523,190.00312404201384,0.6360408048484094,True,794.0,42.0,394.0
246,1009.0263061523438,133.3947296142578,12.371442794799805,233.6435510318758,0.7181110185256294,True,794.0,42.0,394.0
248,1057.6428833007812,133.64285278320312,13.132148742675781,279.116431586163,0.702777266725547,True,794.0,42.0,394.0
262,119.5,169.0,8.062458038330078,320.673120170681,0.57520435564077,True,274.0,450.0,390.0
264,206.5,169.5,11.401954650878906,288.5073655905513,0.6722508947896317,True,274.0,450.0,390.0
266,264.9375,176.9375,11.49068546295166,384.9730611516863,0.6128675465736002,False,592.0,380.0,366.0
268,326.8571472167969,184.5,14.59750747680664,329.4252303361346,0.5769426788360068,True,592.0,380.0,366.0
270,411.2272644042969,197.5,12.581850051879883,256.87551836396165,0.6790015003351657,True,592.0,380.0,366.0
272,406.0,290.5,13.000200271606445,206.41281452468013,0.6616463372609682,True,592.0,380.0,366.0
274,569.0,326.0,10.770529747009277,58.69412236331676,0.7935950324671416,True,592.0,380.0,366.0
276,457.2422790527344,252.71649169921875,14.885984420776367,185.36648791045312,0.7222037409120261,True,592.0,380.0,366.0
278,504.5,281.5,12.083246231079102,131.75166033109412,0.7632717448088451,True,592.0,380.0,366.0
280,470.5,352.5,13.9285888671875,124.57327161152989,0.7156267705208237,True,592.0,380.0,366.0
282,473.5,356.5,12.083246231079102,304.19483887797963,0.6568158617095219,True,682.0,578.0,346.0
284,374.5,409.5,12.083246231079102,350.6401289071175,0.6770597338441269,False,682.0,578.0,346.0
286,459.5,280.5,8.60252571105957,371.50033647360266,0.5809770127387389,False,682.0,578.0,346.0
288,413.9444580078125,419.5,10.546954154968262,311.40973586695293,0.6536422109464632,True,682.0,578.0,346.0
290,413.9444580078125,421.5,10.546954154968262,310.3965586032252,0.6765476787221069,True,682.0,578.0,346.0
292,498.5,340.5,13.9285888671875,300.1308048168332,0.5944626188237804,True,682.0,578.0,346.0
294,522.5,333.5,11.401954650878906,291.9255041958479,0.648522182135715,True,682.0,578.0,346.0
296,476.0,292.5,10.816854476928711,352.06000908935965,0.6121929734895061,False,682.0,578.0,346.0
298,500.0,357.0,11.662103652954102,449.4496634774577,0.5326522686145403,False,902.0,558.0,374.0
300,785.1818237304688,315.1363525390625,10.01050090789795,269.49812163532755,0.6452732640767247,True,902.0,558.0,374.0
302,428.0,308.1111145019531,11.472124099731445,535.8362204027047,0.5758493846946158,False,902.0,558.0,374.0
304,455.0,343.0,7.211302280426025,496.01814482940034,0.4802993441401838,False,902.0,558.0,374.0
306,330.8888854980469,316.0,11.472124099731445,620.2676076562946,0.4871642700030521,False,902.0,558.0,374.0
308,296.5,327.72222900390625,11.680095672607422,647.8102359602922,0.520571965166228,False,902.0,558.0,374.0
310,347.5,282.5,12.083246231079102,619.169201430433,0.47538291464481897,False,902.0,558.0,374.0
312,340.66666412353516,292.5,7.310775279998779,620.9552028658751,0.4579615760930368,False,902.0,558.0,374.0
314,627.7307739257812,259.73077392578125,9.246968269348145,56.32043502055851,0.7309230120692639,True,650.0,208.0,378.0
316,384.6538391113281,298.5,13.641865730285645,280.3548378365477,0.6111901179828778,True,650.0,208.0,378.0
318,452.5,330.5,13.9285888671875,232.40589493384198,0.6558113385095746,True,650.0,208.0,378.0
320,452.5,291.5,5.831151485443115,214.42597790379784,0.595214502672432,True,650.0,208.0,378.0
322,487.5,327.5,9.89969539642334,201.70894873554818,0.7317462706166762,True,650.0,208.0,378.0
324,454.5,295.5,9.487032890319824,214.18800153136496,0.6384355670739135,True,650.0,208.0,378.0
326,452.5,297.5,5.831151485443115,216.8328849598234,0.5827073093653757,True,650.0,208.0,378.0
328,479.5,330.5,5.831151485443115,209.94404016308727,0.6032027470575463,True,650.0,208.0,378.0
330,486.5,319.0,5.385364532470703,127.09543658212124,0.6008256678104604,True,598.0,258.0,388.0
332,486.5,319.0,5.385364532470703,127.09543658212124,0.6008256678104604,True,598.0,258.0,388.0
334,425.5,353.5,13.038604736328125,197.171245368081,0.6555327221940631,True,598.0,258.0,388.0
336,426.5,354.0,10.816854476928711,196.54070825149685,0.6703141840407589,True,598.0,258.0,388.0
338,375.0,317.5,12.36951732635498,230.80132148668474,0.6891262725492517,True,598.0,258.0,388.0
340,372.5,317.5,9.487032890319824,233.2177094476318,0.6697428144472626,True,598.0,258.0,388.0
342,644.5,265.5,8.60252571105957,47.10095540432275,0.7327266881657115,True,598.0,258.0,388.0
344,382.20001220703125,301.0,5.946604251861572,220.0423475866531,0.6080688885479689,True,598.0,258.0,388.0
346,208.0,312.5,10.816854476928711,230.97673042971235,0.6957404756922867,True,270.0,90.0,370.0
348,157.0,386.0,10.770529747009277,316.8359196808342,0.5951363707288074,True,270.0,90.0,370.0
350,101.5,362.5,14.765023231506348,320.388045969259,0.6171343389159294,True,270.0,90.0,370.0
352,63.0,348.5,10.816854476928711,331.1664989095364,0.6562745245640762,True,270.0,90.0,370.0
354,107.5,258.5,17.49305534362793,234.09079435125167,0.6034029581378975,True,270.0,90.0,370.0
356,119.5,253.5,16.553146362304688,222.22173611057943,0.6284552842193318,True,270.0,90.0,370.0
358,230.0,223.5,9.219744682312012,139.36373272842545,0.6922164087900413,True,270.0,90.0,370.0
360,51.5,378.0,9.219744682312012,361.5055324611229,0.6013481046955387,True,270.0,90.0,370.0
362,24.94444465637207,362.0555419921875,12.790040969848633,407.4901626839819,0.6057240032151071,False,398.0,526.0,362.0
364,6.4285712242126465,298.0,16.288421630859375,453.1138751279986,0.5303317415235805,False,398.0,526.0,362.0
368,86.0,151.5,16.279020309448242,487.4364061085302,0.4044392123724879,False,398.0,526.0,362.0
370,773.5,472.5,8.60252571105957,379.2921037933693,0.568098048235718,False,398.0,526.0,362.0
382,1031.2142333984375,228.5,8.144407272338867,693.457137472233,0.3695081072556679,False,402.0,520.0,356.0
384,792.2142944335938,183.5,8.94674301147461,515.2663831265411,0.5035994742450357,False,402.0,520.0,356.0
386,999.5,577.0555419921875,10.547000885009766,600.217947808979,0.5050308750191974,False,402.0,520.0,356.0
388,976.0,574.7777709960938,10.359199523925781,576.6078426411667,0.49521680239509513,False,402.0,520.0,356.0
390,1020.0625,264.0625,11.49068546295166,668.958337875013,0.48647074521195954,False,402.0,520.0,356.0
392,999.3148193359375,265.129638671875,12.215105056762695,649.4181199210973,0.48721964382369815,False,402.0,520.0,356.0
394,981.5,269.5,13.038604736328125,86.7438758645243,0.7359862226467375,True,958.0,186.0,378.0
396,907.5,267.0555419921875,10.547000885009766,95.5000046473678,0.7917028663058796,True,958.0,186.0,378.0
398,892.5,278.5,10.295830726623535,113.34240159798979,0.7721895788117941,True,958.0,186.0,378.0
400,876.5,290.5,10.295830726623535,132.52358280698573,0.7224037605654752,True,958.0,186.0,378.0
402,884.6818237304688,297.5,14.445870399475098,133.4458878028471,0.7403037331227557,True,958.0,186.0,378.0
404,873.5,303.5,13.038604736328125,144.72905720690645,0.7187871789773794,True,958.0,186.0,378.0
406,864.0270385742188,268.89190673828125,11.505584716796875,125.30756434405421,0.8103364819712302,True,958.0,186.0,378.0
408,966.0,258.0,13.416607856750488,72.44308110509934,0.7143182407704227,True,958.0,186.0,378.0
410,1171.3077392578125,342.9230651855469,12.11886215209961,734.1355057285693,0.44979114470215176,False,470.0,560.0,396.0
412,1097.0,272.5,6.708403587341309,689.7718825814807,0.3296813110258822,False,470.0,560.0,396.0
414,900.6080932617188,195.770263671875,8.038183212280273,563.9916939176928,0.49937433445711776,False,470.0,560.0,396.0
416,886.8333129882812,197.5,10.88344955444336,552.4095046401595,0.5333688702024717,False,470.0,560.0,396.0
418,848.0,204.0,11.313908576965332,519.2494583531118,0.5563747718018883,False,470.0,560.0,396.0
420,711.5,206.22727966308594,13.8739013671875,428.3426054627072,0.6134314294458909,False,470.0,560.0,396.0
422,698.0,234.5,13.000200271606445,397.4094236426711,0.565817978693326,False,470.0,560.0,396.0
424,814.5,293.5,14.765023231506348,435.5485047615248,0.5703430741630798,False,470.0,560.0,396.0
426,540.5,253.5,5.831151485443115,234.90104299470448,0.5962435246663713,True,482.0,26.0,398.0
428,730.5,310.5,10.295830726623535,377.7466081912583,0.6549484743738969,True,482.0,26.0,398.0
430,847.5,385.0,8.062458038330078,512.3194804026098,0.5262766212901686,False,482.0,26.0,398.0
432,545.5,264.5,8.60252571105957,246.8086303191199,0.6691118835810841,True,482.0,26.0,398.0
434,560.5,266.5,10.295830726623535,252.98715382406277,0.6816079901415453,True,482.0,26.0,398.0
436,574.5,266.5,13.9285888671875,257.6751831279062,0.6571678855226045,True,482.0,26.0,398.0
438,601.5,262.5,8.60252571105957,264.9764140447221,0.6444977198334464,True,482.0,26.0,398.0
440,607.5,259.5,7.615972995758057,265.08960749150464,0.5954813647080471,True,482.0,26.0,398.0
442,960.0,329.5,13.60167121887207,405.08054754579365,0.514717552667127,False,570.0,220.0,354.0
444,700.0,353.0,6.3247551918029785,185.98118184375537,0.5962751615348331,True,570.0,220.0,354.0
446,745.9000244140625,263.70001220703125,15.862062454223633,181.24709557883256,0.64679046986032,True,570.0,220.0,354.0
448,782.5,356.5,7.071267604827881,252.56385331238513,0.6250653871271674,True,570.0,220.0,354.0
450,756.5,344.5,7.071267604827881,224.2375972043939,0.6143324021136386,True,570.0,220.0,354.0
452,1011.6363525390625,352.0,11.448992729187012,460.9410676908786,0.5277978424694493,False,570.0,220.0,354.0
454,724.5,391.0,5.385364532470703,230.45878156407926,0.5361360780020967,True,570.0,220.0,354.0
456,1051.5,363.0,11.704899787902832,502.2860240938424,0.48830366621219945,False,570.0,220.0,354.0
458,626.5,433.5,5.831151485443115,205.28638532547646,0.5910677007646982,True,520.0,258.0,386.0
460,661.5,276.5,12.083246231079102,142.70423960065096,0.7874887563113351,True,520.0,258.0,386.0
462,680.5,291.5,11.401954650878906,163.9588362974073,0.71762177412695,True,520.0,258.0,386.0
464,629.5,285.5,16.553146362304688,112.90039858211307,0.6154972396026785,True,520.0,258.0,386.0
466,626.5,288.5,10.295830726623535,110.78131611422569,0.7513375675136733,True,520.0,258.0,386.0
468,618.5,290.5,12.72812271118164,103.72318930692403,0.7553742872488869,True,520.0,258.0,386.0
470,618.5,290.5,12.72812271118164,103.72318930692403,0.7919198256285908,True,520.0,258.0,386.0
472,610.5,282.0,6.403324127197266,93.62825428256153,0.683913451835632,True,520.0,258.0,386.0
474,602.5,289.5,9.487032890319824,132.52358280698573,0.6667904188912988,True,476.0,250.0,378.0
476,612.5,281.5,13.9285888671875,140.08747267332652,0.6396843406750492,True,476.0,250.0,378.0
478,612.5,281.5,13.9285888671875,140.08747267332652,0.6396843406750492,True,476.0,250.0,378.0
480,608.0,291.0,8.944472312927246,138.2208377922808,0.657903862087085,True,476.0,250.0,378.0
482,618.5,293.5,5.831151485443115,148.9916105020682,0.6186021635758282,True,476.0,250.0,378.0
484,618.5,293.5,5.831151485443115,148.9916105020682,0.6186021635758282,True,476.0,250.0,378.0
486,570.8333129882812,413.5,10.88344955444336,189.0121881052471,0.6897837572291348,True,476.0,250.0,378.0
488,573.0,411.81817626953125,13.09238052368164,188.66404578296599,0.7633968725062452,True,476.0,250.0,378.0
490,572.5,411.5,14.212870597839355,273.8183704574987,0.6635740002695618,True,530.0,682.0,394.0
492,574.2307739257812,410.0,14.808632850646973,275.5727877749789,0.6571135298242814,True,530.0,682.0,394.0
494,573.903076171875,410.6085205078125,14.978251457214355,274.91965233193474,0.6647621538035265,True,530.0,682.0,394.0
496,588.5,281.5,12.083246231079102,404.7499227918395,0.6180376588651146,False,530.0,682.0,394.0
498,618.5,293.5,11.401954650878906,398.45263206559446,0.612066887002841,False,530.0,682.0,394.0
500,601.5,276.5,8.60252571105957,411.7553885500468,0.5531541849644521,False,530.0,682.0,394.0
502,820.5,343.5,14.212870597839355,446.06333630999086,0.6082852487948239,False,530.0,682.0,394.0
504,553.5,408.5,5.831151485443115,274.507741238749,0.5580896724383531,True,530.0,682.0,394.0
506,617.8333129882812,291.5,15.95155143737793,141.35630748367493,0.6735326998511781,True,484.0,246.0,378.0
508,584.1729125976562,409.3504638671875,14.047277450561523,191.61937914502022,0.656801465967374,True,484.0,246.0,378.0
510,583.9111938476562,408.59344482421875,14.972532272338867,190.83729969759636,0.6473944602202568,True,484.0,246.0,378.0
512,589.5,409.5,13.038604736328125,194.58288722290047,0.691286078933322,True,484.0,246.0,378.0
514,588.5,407.5,14.765023231506348,192.36033894750759,0.6210826047441074,True,484.0,246.0,378.0
516,588.5,407.5,14.765023231506348,192.36033894750759,0.6210826047441074,True,484.0,246.0,378.0
518,601.0040283203125,278.2760009765625,14.72920036315918,121.37414420798011,0.7189667678229434,True,484.0,246.0,378.0
520,626.6500244140625,285.0,16.483196258544922,147.88519014875232,0.6572914500306359,True,484.0,246.0,378.0
522,677.5,305.5,9.89969539642334,210.6098288304703,0.6558560443332475,True,478.0,238.0,388.0
524,580.8544311523438,405.7405090332031,12.256938934326172,196.7635951551768,0.7739434081911127,True,478.0,238.0,388.0
526,624.7545166015625,280.4272766113281,9.92853832244873,152.76440011865472,0.7302773612861215,True,478.0,238.0,388.0
528,577.5,406.5,14.212870597839355,195.68469536476275,0.7215541110470991,True,478.0,238.0,388.0
530,622.5,280.0,6.403324127197266,150.48006512491946,0.6362268462666034,True,478.0,238.0,388.0
532,1019.5,502.5,11.401954650878906,602.6462478104381,0.5286589160117832,False,478.0,238.0,388.0
534,952.5,426.5,10.295830726623535,510.57075905304254,0.5924001901293287,False,478.0,238.0,388.0
536,619.0,278.0,8.944472312927246,146.5639792036229,0.7653001274502521,True,478.0,238.0,388.0
538,619.0,278.5,9.434181213378906,143.44075432038136,0.7167940885146198,True,482.0,236.0,390.0
540,819.5,325.5,8.60252571105957,349.16543356981947,0.5624617102681253,True,482.0,236.0,390.0
542,574.5,402.5,7.071267604827881,190.4691576082595,0.6395243162664443,True,482.0,236.0,390.0
544,574.5,402.5,7.071267604827881,190.4691576082595,0.6166072995197435,True,482.0,236.0,390.0
546,1039.0,499.5,12.53016471862793,616.1828056672792,0.5191593971455659,False,482.0,236.0,390.0
548,573.6400146484375,410.7733459472656,15.37906551361084,197.3413660091782,0.6443298481263058,True,482.0,236.0,390.0
550,573.021728515625,411.5434875488281,16.252605438232422,197.73839051326812,0.6137493427440369,True,482.0,236.0,390.0
552,621.0,280.5,9.219744682312012,145.94947755987343,0.735391389035249,True,482.0,236.0,390.0
554,621.5,278.5,8.60252571105957,206.81029955009495,0.6995346300754675,True,422.0,224.0,398.0
556,620.7879028320312,279.9090881347656,10.44921875,206.5004998744993,0.7621150717066878,True,422.0,224.0,398.0
558,620.5,279.0,9.849058151245117,205.97876104103548,0.7081026890416525,True,422.0,224.0,398.0
560,620.7222290039062,279.5,9.909655570983887,206.32686276944395,0.7093710931395603,True,422.0,224.0,398.0
562,580.0,409.5,13.892643928527832,243.66831964783603,0.6806469713850163,True,422.0,224.0,398.0
564,623.5,279.5,7.615972995758057,209.00358848593964,0.6500067982089585,True,422.0,224.0,398.0
566,586.5,406.5,13.9285888671875,245.69595031257637,0.6779541286638846,True,422.0,224.0,398.0
568,589.5,405.5,13.038604736328125,246.97874402466297,0.7105729052730927,True,422.0,224.0,398.0
570,630.5,280.5,15.811588287353516,147.6092815509919,0.6900899658954345,True,488.0,242.0,378.0
572,631.5,278.0,11.704899787902832,147.94678097207793,0.7690789162647222,True,488.0,242.0,378.0
574,589.5,405.5,13.038604736328125,192.44349820142014,0.6710731989033023,True,488.0,242.0,378.0
576,589.5,404.0,12.53016471862793,191.17073520808566,0.688994060361781,True,488.0,242.0,378.0
578,593.3181762695312,397.31817626953125,8.095719337463379,187.65834415882827,0.6750292275615235,True,488.0,242.0,378.0
580,641.5,265.5,9.89969539642334,155.28844129554523,0.6686133155185089,True,488.0,242.0,378.0
582,632.3333129882812,250.5,7.310800075531006,144.5833850695617,0.6777900790104615,True,488.0,242.0,378.0
584,868.0,422.5,7.810449600219727,420.69020668420603,0.5104271208248529,False,488.0,242.0,378.0
586,908.5,376.5,10.295830726623535,84.335638967165,0.7010044079605392,True,832.0,412.0,304.0
588,909.5,291.0,8.062458038330078,143.69150983965616,0.6686230144779962,True,832.0,412.0,304.0
590,890.5,250.0,16.40142059326172,172.23893288104173,0.6527213287267221,True,832.0,412.0,304.0
592,902.6818237304688,231.31817626953125,14.273201942443848,194.01505516952346,0.713335174382994,True,832.0,412.0,304.0
594,979.5,297.5,11.401954650878906,186.7257347019955,0.6782595900447694,True,832.0,412.0,304.0
596,839.5,152.5,12.083246231079102,259.6083588792934,0.6723206914309436,True,832.0,412.0,304.0
598,911.2142944335938,142.5,8.144293785095215,280.900613104728,0.591565332011544,True,832.0,412.0,304.0
600,1127.9166870117188,167.0833282470703,8.721148490905762,384.12349805046273,0.538577798043009,False,832.0,412.0,304.0
608,311.5,123.5,16.553146362304688,355.5931664135294,0.5828490759464728,True,414.0,464.0,370.0
610,404.5,135.5,11.401954650878906,328.6373381099597,0.6704739328647911,True,414.0,464.0,370.0
612,207.6666717529297,288.5,7.310761451721191,270.8757876693915,0.5864305972214869,True,414.0,464.0,370.0
614,244.5,226.5,10.295830726623535,291.7815964038856,0.663629218412368,True,414.0,464.0,370.0
616,271.5,243.5,13.038604736328125,262.5385685951685,0.6882764382927253,True,414.0,464.0,370.0
618,387.5,244.5,12.083246231079102,346.1885324501665,0.6751326029254203,True,728.0,182.0,388.0
620,413.5,265.0,13.60167121887207,325.2679664522776,0.6141087778972856,True,728.0,182.0,388.0
622,438.5,292.0,12.041794776916504,309.6938003899981,0.6697121065551883,True,728.0,182.0,388.0
