attempt_id,frame,time_s,shooter_ft_x,shooter_ft_y,shot_type_initial,made_initial,shot_type_final,made_final
0,95,25.333,4.464,2.194,2PT,False,2PT,True
1,1467,391.2,3.228,2.613,2PT,False,2PT,True
2,2155,574.667,5.382,2.454,2PT,False,2PT,True
