track_id,frame,cx,cy,conf
256,2017,629.0,377.0,0.531
256,2019,586.0,381.0,0.252
257,2021,437.0,376.0,0.37
257,2022,460.0,381.0,0.375
258,2026,745.0,371.0,0.505
258,2027,734.0,370.0,0.758
258,2028,717.0,366.0,0.608
258,2029,709.0,368.0,0.442
258,2030,685.0,366.0,0.493
259,2030,734.0,244.0,0.776
259,2031,725.0,244.0,0.783
259,2032,734.0,243.0,0.845
259,2033,738.0,240.0,0.754
259,2034,734.0,235.0,0.749
259,2035,721.0,234.0,0.628
259,2036,701.0,233.0,0.86
259,2037,681.0,233.0,0.866
259,2038,672.0,234.0,0.706
259,2042,775.0,296.0,0.372
260,2062,708.0,400.0,0.621
260,2063,709.0,400.0,0.671
261,2073,423.0,413.0,0.426
261,2074,424.0,413.0,0.401
262,2044,763.0,380.0,0.357
262,2046,755.0,323.0,0.718
262,2047,749.0,325.0,0.78
262,2048,741.0,325.0,0.694
262,2049,736.0,329.0,0.669
262,2050,735.0,333.0,0.622
262,2051,729.0,337.0,0.723
262,2052,723.0,340.0,0.69
262,2053,716.0,348.0,0.605
262,2054,709.0,347.0,0.85
262,2055,706.0,347.0,0.828
262,2056,709.0,345.0,0.858
262,2057,713.0,344.0,0.779
262,2058,725.0,346.0,0.335
262,2059,734.0,348.0,0.352
262,2060,743.0,356.0,0.45
262,2061,750.0,358.0,0.33
262,2062,754.0,359.0,0.609
262,2063,757.0,357.0,0.454
262,2064,754.0,357.0,0.643
262,2065,755.0,358.0,0.631
262,2066,756.0,356.0,0.394
262,2067,752.0,357.0,0.55
262,2068,743.0,357.0,0.453
262,2070,738.0,360.0,0.359
262,2071,738.0,363.0,0.72
262,2072,738.0,366.0,0.758
262,2073,740.0,367.0,0.853
262,2074,742.0,368.0,0.719
262,2075,743.0,369.0,0.674
262,2076,743.0,370.0,0.856
262,2077,743.0,371.0,0.856
262,2078,743.0,371.0,0.733
262,2079,745.0,370.0,0.717
262,2080,747.0,369.0,0.79
262,2081,747.0,364.0,0.705
262,2082,742.0,350.0,0.694
262,2083,744.0,348.0,0.496
262,2085,750.0,295.0,0.565
263,2083,762.0,438.0,0.395
263,2085,709.0,460.0,0.486
264,2082,123.0,561.0,0.606
264,2083,123.0,565.0,0.351
264,2085,123.0,566.0,0.44
264,2086,124.0,569.0,0.278
265,2095,468.0,437.0,0.778
265,2096,469.0,445.0,0.671
265,2097,483.0,479.0,0.68
266,2104,709.0,459.0,0.256
266,2107,709.0,459.0,0.3
267,2114,707.0,461.0,0.507
267,2115,708.0,462.0,0.527
268,2118,696.0,390.0,0.832
268,2119,668.0,385.0,0.621
269,2118,709.0,465.0,0.345
269,2119,708.0,465.0,0.546
269,2120,709.0,462.0,0.36
269,2121,708.0,464.0,0.464
270,2123,655.0,397.0,0.652
270,2124,678.0,381.0,0.732
271,2129,215.0,579.0,0.347
271,2131,219.0,558.0,0.536
272,2139,792.0,445.0,0.479
272,2140,792.0,439.0,0.471
273,2142,475.0,457.0,0.703
273,2143,476.0,490.0,0.832
274,2144,477.0,440.0,0.269
274,2149,475.0,399.0,0.658
275,2151,589.0,398.0,0.649
275,2155,502.0,367.0,0.582
275,2156,516.0,366.0,0.647
275,2157,531.0,350.0,0.363
276,2162,631.0,349.0,0.689
276,2163,658.0,349.0,0.505
276,2164,674.0,351.0,0.762
276,2165,699.0,345.0,0.396
277,2168,1013.0,463.0,0.318
277,2169,1013.0,463.0,0.473
278,2167,768.0,351.0,0.789
278,2168,791.0,351.0,0.63
278,2169,810.0,349.0,0.693
278,2173,825.0,424.0,0.519
279,2175,823.0,340.0,0.532
279,2176,804.0,343.0,0.323
280,2185,754.0,451.0,0.551
280,2187,762.0,384.0,0.635
280,2190,850.0,395.0,0.421
281,2193,539.0,334.0,0.381
281,2194,539.0,333.0,0.367
282,2196,791.0,445.0,0.689
282,2197,791.0,444.0,0.546
282,2198,792.0,441.0,0.452
282,2199,793.0,441.0,0.584
282,2200,792.0,443.0,0.427
282,2201,792.0,442.0,0.619
283,2206,598.0,455.0,0.826
283,2213,487.0,446.0,0.743
284,2214,492.0,515.0,0.724
284,2221,474.0,379.0,0.872
285,2226,525.0,387.0,0.298
285,2227,524.0,375.0,0.426
285,2229,550.0,372.0,0.257
286,2246,1062.0,336.0,0.877
286,2247,1064.0,342.0,0.457
286,2252,1062.0,347.0,0.559
286,2253,1063.0,348.0,0.526
287,2258,1088.0,348.0,0.431
287,2259,1097.0,353.0,0.563
287,2262,1097.0,359.0,0.477
287,2263,1089.0,361.0,0.457
287,2264,1082.0,364.0,0.34
287,2266,1066.0,367.0,0.579
287,2267,1059.0,368.0,0.408
287,2269,1059.0,360.0,0.323
287,2271,1077.0,350.0,0.527
287,2272,1080.0,326.0,0.318
288,2289,671.0,306.0,0.457
288,2292,679.0,298.0,0.609
289,2299,631.0,344.0,0.8
289,2301,630.0,409.0,0.567
290,2302,654.0,356.0,0.467
290,2304,664.0,340.0,0.452
291,2316,396.0,162.0,0.507
291,2318,372.0,212.0,0.3
292,2322,809.0,352.0,0.582
292,2323,773.0,363.0,0.419
293,2332,556.0,254.0,0.547
293,2333,556.0,254.0,0.523
294,2332,711.0,333.0,0.657
294,2333,710.0,333.0,0.632
295,2332,549.0,317.0,0.396
295,2333,550.0,317.0,0.312
296,2334,630.0,301.0,0.323
296,2336,647.0,242.0,0.388
297,2355,512.0,252.0,0.442
297,2356,510.0,263.0,0.535
298,2357,542.0,299.0,0.437
298,2358,571.0,272.0,0.467
298,2361,569.0,261.0,0.256
299,2362,589.0,225.0,0.802
299,2365,594.0,197.0,0.454
300,2367,317.0,195.0,0.312
300,2372,329.0,204.0,0.276
301,2377,646.0,383.0,0.479
301,2378,680.0,404.0,0.599
302,2379,509.0,371.0,0.372
302,2380,529.0,365.0,0.691
303,2382,620.0,275.0,0.299
303,2383,654.0,287.0,0.39
304,2383,914.0,271.0,0.395
304,2386,918.0,228.0,0.791
305,2386,377.0,374.0,0.344
305,2388,307.0,352.0,0.31
306,2393,421.0,477.0,0.657
306,2394,411.0,487.0,0.424
307,2395,338.0,454.0,0.489
307,2396,302.0,465.0,0.458
308,2399,602.0,347.0,0.449
308,2402,691.0,304.0,0.434
309,2403,443.0,300.0,0.334
309,2404,431.0,287.0,0.465
310,2405,825.0,256.0,0.461
310,2406,810.0,255.0,0.461
311,2408,378.0,287.0,0.5
311,2409,376.0,285.0,0.309
312,2414,532.0,295.0,0.56
312,2415,540.0,301.0,0.401
313,2416,604.0,305.0,0.426
313,2417,629.0,328.0,0.446
314,2428,924.0,355.0,0.443
314,2429,938.0,352.0,0.618
315,2444,474.0,524.0,0.32
315,2445,476.0,518.0,0.557
316,2445,888.0,339.0,0.697
316,2446,891.0,338.0,0.297
317,2451,503.0,355.0,0.574
317,2452,502.0,360.0,0.849
317,2453,504.0,361.0,0.772
317,2454,508.0,359.0,0.773
318,2454,428.0,352.0,0.698
318,2455,426.0,352.0,0.621
319,2456,518.0,358.0,0.583
319,2458,536.0,316.0,0.692
320,2463,805.0,464.0,0.61
320,2464,808.0,467.0,0.3
320,2465,815.0,449.0,0.442
320,2466,818.0,445.0,0.33
321,2466,555.0,485.0,0.262
321,2467,555.0,485.0,0.332
322,2468,801.0,457.0,0.563
322,2469,798.0,463.0,0.679
323,2469,1013.0,544.0,0.46
323,2470,1012.0,544.0,0.802
323,2471,1014.0,543.0,0.867
324,2475,793.0,449.0,0.511
324,2476,805.0,457.0,0.636
325,2473,1069.0,518.0,0.277
325,2474,1070.0,517.0,0.366
325,2475,1070.0,517.0,0.399
325,2476,1071.0,517.0,0.264
325,2477,1071.0,518.0,0.28
326,2478,964.0,568.0,0.334
326,2479,958.0,576.0,0.827
327,2480,1263.0,332.0,0.348
327,2481,1265.0,332.0,0.479
327,2482,1266.0,333.0,0.601
327,2483,1266.0,333.0,0.533
327,2484,1267.0,333.0,0.436
327,2485,1267.0,333.0,0.368
327,2487,1267.0,333.0,0.374
328,2495,523.0,424.0,0.429
328,2496,523.0,433.0,0.605
328,2497,521.0,428.0,0.34
329,2498,956.0,426.0,0.322
329,2503,854.0,362.0,0.474
330,2508,1081.0,541.0,0.512
330,2509,1086.0,542.0,0.64
331,2509,835.0,417.0,0.295
331,2510,835.0,420.0,0.353
332,2529,858.0,421.0,0.547
332,2530,856.0,417.0,0.598
333,2526,525.0,307.0,0.341
333,2528,512.0,370.0,0.304
333,2529,513.0,373.0,0.424
333,2530,528.0,375.0,0.28
333,2531,552.0,351.0,0.339
334,2536,756.0,388.0,0.434
334,2537,755.0,387.0,0.391
334,2538,754.0,386.0,0.469
334,2539,756.0,385.0,0.303
335,2539,698.0,373.0,0.516
335,2540,698.0,373.0,0.43
336,2540,792.0,454.0,0.832
336,2541,785.0,471.0,0.549
337,2543,791.0,463.0,0.826
337,2544,780.0,473.0,0.837
338,2548,788.0,450.0,0.496
338,2549,810.0,457.0,0.821
338,2550,811.0,456.0,0.828
339,2552,798.0,463.0,0.382
339,2553,781.0,427.0,0.769
339,2557,771.0,476.0,0.309
340,2542,756.0,385.0,0.541
340,2543,759.0,385.0,0.496
340,2544,762.0,384.0,0.494
340,2545,758.0,384.0,0.738
340,2546,758.0,385.0,0.732
340,2547,759.0,383.0,0.709
340,2548,763.0,386.0,0.383
340,2549,764.0,385.0,0.369
340,2550,764.0,384.0,0.277
340,2551,764.0,386.0,0.371
340,2552,764.0,384.0,0.237
340,2553,763.0,386.0,0.331
340,2557,728.0,385.0,0.381
340,2558,721.0,387.0,0.492
341,2569,869.0,285.0,0.405
341,2576,776.0,448.0,0.27
342,2580,723.0,423.0,0.358
342,2581,714.0,421.0,0.455
343,2616,318.0,179.0,0.249
343,2618,276.0,146.0,0.329
343,2620,267.0,163.0,0.639
343,2626,296.0,262.0,0.49
344,2631,1179.0,288.0,0.31
344,2632,1158.0,278.0,0.478
345,2633,1092.0,300.0,0.351
345,2637,999.0,170.0,0.323
346,2640,1100.0,393.0,0.303
346,2643,1097.0,399.0,0.332
347,2644,1004.0,374.0,0.62
347,2647,920.0,443.0,0.416
348,2647,403.0,346.0,0.581
348,2648,418.0,351.0,0.599
349,2650,965.0,274.0,0.371
349,2651,951.0,279.0,0.409
350,2655,751.0,531.0,0.484
350,2656,750.0,534.0,0.457
351,2658,1014.0,424.0,0.53
351,2659,1017.0,430.0,0.366
352,2659,571.0,272.0,0.428
352,2663,532.0,274.0,0.36
353,2676,791.0,449.0,0.596
353,2680,797.0,430.0,0.345
354,2676,611.0,351.0,0.317
354,2680,509.0,385.0,0.363
355,2680,843.0,427.0,0.242
355,2681,873.0,450.0,0.372
356,2687,931.0,374.0,0.504
356,2690,936.0,283.0,0.484
356,2691,940.0,311.0,0.668
357,2693,763.0,292.0,0.486
357,2696,712.0,304.0,0.412
358,2707,800.0,351.0,0.571
358,2709,776.0,373.0,0.282
