frame,x1,y1,x2,y2,conf
24,613.95849609375,275.4756774902344,626.35205078125,298.3285827636719,0.5242629051208496
25,609.983642578125,206.3948974609375,622.474853515625,225.93115234375,0.587436318397522
32,556.4442138671875,564.8983154296875,571.14990234375,591.7017822265625,0.6361901760101318
36,1065.69384765625,490.35369873046875,1084.23095703125,527.4972534179688,0.6776106953620911
38,847.8643188476562,272.2659606933594,861.8226928710938,296.4955139160156,0.6794878244400024
48,677.654296875,316.9896240234375,688.945556640625,343.08026123046875,0.6343531012535095
50,640.2841796875,275.0770568847656,659.6890869140625,299.6243591308594,0.6537903547286987
58,643.57177734375,217.710205078125,657.10791015625,235.366943359375,0.555109977722168
66,771.0626220703125,149.8978271484375,786.1829833984375,173.787841796875,0.5694711208343506
69,639.70947265625,342.0791320800781,655.884765625,368.7383117675781,0.5555958151817322
74,690.2703857421875,337.62457275390625,702.3638916015625,362.34051513671875,0.556257426738739
75,916.98828125,263.9388122558594,928.369140625,283.6905212402344,0.536726713180542
80,902.3201904296875,305.5135192871094,914.267578125,328.3120422363281,0.5860914587974548
93,556.9244384765625,317.264892578125,572.994140625,347.9139404296875,0.628372848033905
94,499.67828369140625,381.3782043457031,513.2057495117188,399.7061462402344,0.5737385749816895
99,482.0514221191406,413.0451965332031,499.9195861816406,441.2317810058594,0.6945898532867432
106,228.51329040527344,309.8603515625,239.1541290283203,328.24151611328125,0.5873188972473145
110,866.7425537109375,399.70220947265625,878.0040283203125,419.93817138671875,0.7197502255439758
113,875.4780883789062,457.28057861328125,890.7045288085938,485.71917724609375,0.5958834886550903
119,1136.8360595703125,417.08416748046875,1150.5347900390625,445.54644775390625,0.6581407189369202
121,307.2383117675781,272.26373291015625,318.0843811035156,292.10577392578125,0.5496547818183899
126,240.136474609375,371.3374328613281,257.197021484375,397.6976623535156,0.7997081875801086
127,240.162109375,384.33843994140625,256.35107421875,409.63690185546875,0.7865589261054993
128,249.10574340820312,471.03021240234375,265.9657897949219,495.45440673828125,0.5889884233474731
129,230.29901123046875,421.81939697265625,246.516845703125,446.72015380859375,0.7509869337081909
130,240.11990356445312,421.10498046875,254.79586791992188,446.306640625,0.7945104837417603
131,294.1219482421875,444.2277526855469,311.8951416015625,470.3830871582031,0.6316074132919312
132,342.32928466796875,479.51239013671875,362.06256103515625,509.83758544921875,0.6729111075401306
134,384.24761962890625,434.4306335449219,401.13262939453125,459.3319396972656,0.7474865317344666
135,417.62554931640625,485.0301513671875,437.43536376953125,515.5177001953125,0.8133362531661987
155,1044.744384765625,380.7117919921875,1061.067626953125,404.7034912109375,0.7023711800575256
156,851.7132568359375,342.0504150390625,862.0189208984375,362.2093505859375,0.5692244172096252
165,769.6302490234375,335.85479736328125,786.2188720703125,363.95574951171875,0.5562098622322083
174,880.2137451171875,250.48675537109375,891.1221923828125,270.62506103515625,0.6170381903648376
178,862.2717895507812,334.9048156738281,880.6182250976562,365.4030456542969,0.652996838092804
182,1092.9483642578125,367.56561279296875,1107.5042724609375,389.32073974609375,0.6044684648513794
183,828.732177734375,336.788818359375,842.477294921875,362.8138427734375,0.601058304309845
185,867.0284423828125,291.723388671875,882.1854248046875,318.5264892578125,0.6770414710044861
186,801.5498657226562,365.158203125,818.5206909179688,395.2540283203125,0.7123116850852966
206,675.5323486328125,467.44342041015625,687.0657958984375,493.07086181640625,0.6824398636817932
216,845.4676513671875,465.8582763671875,864.0255126953125,497.36474609375,0.8696548342704773
217,846.873046875,423.31396484375,863.63671875,450.6739501953125,0.7513251304626465
219,848.1044921875,392.5758056640625,869.842041015625,428.074951171875,0.5949587821960449
220,922.517578125,309.6065673828125,938.1142578125,336.1966552734375,0.5600693821907043
223,1093.7080078125,332.5577392578125,1113.187744140625,359.95294189453125,0.5706624388694763
224,1120.7581787109375,327.86053466796875,1136.1968994140625,349.027587890625,0.6146104335784912
227,1109.6007080078125,320.7200927734375,1125.8675537109375,347.559814453125,0.621366560459137
232,1153.2236328125,372.3883361816406,1170.1826171875,398.9415588378906,0.6639907360076904
237,95.41523742675781,597.9838256835938,109.95213317871094,626.8507690429688,0.5148219466209412
238,1131.86572265625,511.857666015625,1150.79052734375,543.05029296875,0.5835837125778198
240,1138.206787109375,456.48773193359375,1158.387451171875,484.10540771484375,0.6279853582382202
243,1034.28173828125,351.2398681640625,1053.1015625,378.6640625,0.5698891282081604
244,995.0298461914062,319.7171630859375,1011.7290649414062,344.70391845703125,0.6748754978179932
249,785.8470458984375,374.774658203125,800.2572021484375,396.71551513671875,0.6045357584953308
251,753.2926025390625,310.2199401855469,766.8458251953125,330.5858459472656,0.7135390043258667
253,698.3960571289062,303.114990234375,715.4033813476562,327.0841064453125,0.559135377407074
254,695.0130615234375,271.8482666015625,707.5860595703125,298.470458984375,0.5939929485321045
259,491.91851806640625,328.0937805175781,506.19378662109375,349.3158874511719,0.5056164264678955
260,243.92666625976562,177.54083251953125,255.47811889648438,199.1807861328125,0.5875378251075745
261,400.3209228515625,323.28277587890625,412.5242919921875,343.89666748046875,0.5494376420974731
268,300.1677551269531,399.7069091796875,316.1476135253906,424.4190673828125,0.5893296003341675
273,257.6329040527344,281.10546875,271.7796325683594,304.7734375,0.640259861946106
274,256.94744873046875,333.3143310546875,274.57586669921875,359.9671630859375,0.5253400802612305
276,255.23687744140625,274.8416748046875,269.31219482421875,299.4580078125,0.6365417838096619
293,407.0296630859375,431.6422119140625,420.954345703125,457.79510498046875,0.5353475213050842
294,289.726806640625,239.7283935546875,303.8941650390625,264.5914306640625,0.5782679319381714
298,639.9594116210938,376.3720703125,654.7289428710938,396.815673828125,0.8212329745292664
309,955.6968994140625,261.4884033203125,970.5274658203125,286.5738525390625,0.8418502807617188
313,837.1221923828125,356.7467041015625,853.8919677734375,391.0301513671875,0.5404494404792786
321,931.2763671875,276.1304931640625,946.46875,298.07958984375,0.6279070973396301
322,797.310546875,272.38421630859375,812.5693359375,299.00714111328125,0.6133165955543518
326,853.271484375,284.9305419921875,868.474853515625,309.1414794921875,0.5014829635620117
337,590.9844360351562,454.10693359375,608.6951293945312,484.077880859375,0.5544184446334839
338,1044.14697265625,381.3418884277344,1059.2294921875,406.4546203613281,0.5094450116157532
364,271.755126953125,259.8108215332031,284.07720947265625,284.1592102050781,0.6662116050720215
366,308.3104248046875,299.6671142578125,324.6025390625,327.451416015625,0.8028619885444641
367,307.5064697265625,332.4128112792969,324.8482666015625,361.2431945800781,0.7644442319869995
368,310.17840576171875,340.67071533203125,324.04205322265625,365.73199462890625,0.6669880151748657
370,285.23382568359375,397.5645751953125,302.96649169921875,424.709716796875,0.7520660758018494
372,352.350341796875,466.92974853515625,369.9967041015625,501.03424072265625,0.7155752182006836
381,465.507568359375,361.9463806152344,480.1143798828125,382.6232604980469,0.5446107387542725
383,421.0469970703125,394.30999755859375,438.13720703125,422.21832275390625,0.5344734787940979
384,934.3919677734375,451.400146484375,948.5338134765625,475.8485107421875,0.5627315640449524
385,652.9116821289062,374.7806396484375,669.7510375976562,400.7607421875,0.7590344548225403
386,852.3817138671875,414.37603759765625,868.4061279296875,441.88824462890625,0.7239794731140137
387,517.906494140625,217.36495971679688,529.2489013671875,237.25125122070312,0.5707659721374512
390,978.828857421875,482.3375549316406,992.388916015625,511.2156982421875,0.6048974990844727
400,845.8829956054688,455.17388916015625,861.9348754882812,480.56121826171875,0.7053156495094299
401,782.9176025390625,447.583984375,803.3897705078125,481.0906982421875,0.6515282988548279
408,622.6810913085938,319.42547607421875,640.2865600585938,347.04547119140625,0.8176164031028748
409,543.601806640625,286.1644287109375,560.505126953125,314.89361572265625,0.7314322590827942
414,509.17315673828125,339.3521423339844,524.3032836914062,362.7579040527344,0.7290228605270386
420,612.0706787109375,362.720947265625,627.1715087890625,385.56591796875,0.6062414646148682
421,588.541015625,342.18353271484375,604.6103515625,369.08367919921875,0.5954479575157166
434,623.5204467773438,278.4761962890625,637.5728149414062,303.45263671875,0.5545046329498291
435,910.8470458984375,345.18182373046875,923.7674560546875,367.77862548828125,0.5696936845779419
444,925.0630493164062,240.19805908203125,938.0094604492188,262.44989013671875,0.5585320591926575
445,905.0165405273438,235.921142578125,921.0759887695312,260.7911376953125,0.6098913550376892
447,863.0025634765625,227.75241088867188,875.8697509765625,249.15158081054688,0.7874732613563538
448,850.5902099609375,224.09274291992188,865.65283203125,246.56808471679688,0.680420458316803
449,838.7108764648438,222.74180603027344,852.1574096679688,245.3553466796875,0.5729302167892456
450,817.2556762695312,228.44143676757812,830.7340698242188,248.83151245117188,0.6311144232749939
451,640.1583251953125,474.5843200683594,657.45703125,504.5572509765625,0.5246410965919495
452,766.6098022460938,229.35955810546875,779.8795776367188,253.8492431640625,0.7547822594642639
453,418.12091064453125,249.42214965820312,432.09832763671875,271.1542663574219,0.6144213676452637
454,720.4742431640625,243.1646728515625,734.4925537109375,267.010498046875,0.6181192994117737
465,755.5217895507812,379.4892578125,771.4358520507812,402.474609375,0.7349781394004822
482,38.48741149902344,560.0999755859375,56.946372985839844,594.7662353515625,0.6807087063789368
496,0.0,642.92529296875,11.678911209106445,675.20166015625,0.5153295993804932
506,609.53466796875,424.22259521484375,628.75390625,449.02777099609375,0.7557089924812317
507,498.55499267578125,401.26641845703125,517.0509643554688,431.4833984375,0.614062488079071
509,462.38946533203125,436.15216064453125,478.8721923828125,463.26336669921875,0.8059958219528198
510,464.88067626953125,436.21673583984375,482.85321044921875,465.98455810546875,0.7786439061164856
512,467.98388671875,438.84814453125,483.186767578125,463.912353515625,0.5834112763404846
513,467.76470947265625,480.250732421875,488.08001708984375,512.958251953125,0.81840580701828
514,456.50238037109375,432.2501220703125,478.43682861328125,470.5689697265625,0.8356626629829407
515,459.599853515625,433.3257141113281,477.47613525390625,463.4815979003906,0.8154907822608948
516,464.342041015625,471.6129150390625,481.15228271484375,498.44415283203125,0.7577541470527649
517,467.02606201171875,439.20672607421875,484.65618896484375,468.48333740234375,0.7796785235404968
521,468.25335693359375,445.0393981933594,488.19744873046875,478.3271179199219,0.7656732797622681
522,465.8025817871094,447.73956298828125,484.6398620605469,480.1234130859375,0.7815783619880676
523,461.74835205078125,448.3612060546875,478.10003662109375,477.13690185546875,0.7326182126998901
532,594.0587158203125,179.45481872558594,610.774658203125,205.8003692626953,0.7708824872970581
